legacy_codigo,agreement_number,agreement_id,renderer_org_id,renderer_name,status,confidence,notes,document_count,sample_document_code,sample_source,sample_institucion,auto_candidate_count
1901CO167,,,,CENTRO DE PADRES Y APODERADOS ESCUELA BASICA VALLE LONQUEN DE TREHUACO,pending,,,1,REN24-1901CO167,RENDICIONES 2024.csv,CENTRO DE PADRES Y APODERADOS ESCUELA BASICA VALLE LONQUEN DE TREHUACO,0
1901SA0174,,,,TALLER NUEVA ESPERANZA,pending,,,1,REN24-1901SA0174,RENDICIONES 2024.csv,TALLER NUEVA ESPERANZA,0
1901SA021,,,,JUNTA DE VECINOS SAN IGNACIO DE PALOMARES,pending,,,1,REN24-1901SA021,RENDICIONES 2024.csv,JUNTA DE VECINOS SAN IGNACIO DE PALOMARES,0
1901SA0262,,,,JJ.VV. RENACER SAN MIGUEL BAJO,pending,,,1,RENX-1901SA0262,RENDICIONES FNDR Y ADNC.csv,JJ.VV. RENACER SAN MIGUEL BAJO,0
1901SA0316,,,,CLUB DE ADULTO MAYOR LOS PLACERES,pending,,,1,REN24-1901SA0316,RENDICIONES 2024.csv,CLUB DE ADULTO MAYOR LOS PLACERES,0
1901SA0358,,,,TALLER DE MUJERES LAS PALOMAS,pending,,,1,RENX-1901SA0358,RENDICIONES FNDR Y ADNC.csv,TALLER DE MUJERES LAS PALOMAS,0
1901SC0291,,,,JJ.VV. CHILLINHUE.,pending,,,1,REN24-1901SC0291,RENDICIONES 2024.csv,JJ.VV. CHILLINHUE.,0
2001SAC0414,,,,JUNTA DE VECINOS DE RANQUIL,pending,,,1,REN24-2001SAC0414,RENDICIONES 2024.csv,JUNTA DE VECINOS DE RANQUIL,0
2101C0055,,,,JUNTA DE VECINOS SARITA GAJARDO Y AMPLIACIONES II,pending,,,1,REN24-2101C0055,RENDICIONES 2024.csv,JUNTA DE VECINOS SARITA GAJARDO Y AMPLIACIONES II,0
2101C0069,,,,CLUB ADULTO MAYOR BUENA VISTA,pending,,,1,REN24-2101C0069,RENDICIONES 2024.csv,CLUB ADULTO MAYOR BUENA VISTA,0
2101C0148,,,,JUNTA DE VECINOS RANQUIL,pending,,,1,REN24-2101C0148,RENDICIONES 2024.csv,JUNTA DE VECINOS RANQUIL,0
2101C0197,,,,TALLER LABORAL NUEVA ESPERANZA DE PINTO SECTOR LAS VEGAS DE SALDIA,pending,,,1,REN24-2101C0197,RENDICIONES 2024.csv,TALLER LABORAL NUEVA ESPERANZA DE PINTO SECTOR LAS VEGAS DE SALDIA,0
2101D0013,,,,JUNTA DE VECINOS LOS TEMOS,pending,,,1,REN24-2101D0013,RENDICIONES 2024.csv,JUNTA DE VECINOS LOS TEMOS,0
2101D0169,,,,UNION COMUNAL DE MUJERES DE NINHUE.,pending,,,1,REN24-2101D0169,RENDICIONES 2024.csv,UNION COMUNAL DE MUJERES DE NINHUE.,0
2101D0195,,,,CLUB DEPORTIVO SANTA LAURA.,pending,,,1,REN24-2101D0195,RENDICIONES 2024.csv,CLUB DEPORTIVO SANTA LAURA.,0
2101D0364,,,,JJ.VV. EL MEMBRILLO,pending,,,1,RENX-2101D0364,RENDICIONES FNDR Y ADNC.csv,JJ.VV. EL MEMBRILLO,0
2101D0387,,,,CENTRO DE ADULTOS MAYORES TERESA DE CALCUTA,pending,,,1,RENX-2101D0387,RENDICIONES FNDR Y ADNC.csv,CENTRO DE ADULTOS MAYORES TERESA DE CALCUTA,0
2101SA0369,,,,JUNTA DE VECINOS SAN IGNACIO PALOMARES,pending,,,1,REN24-2101SA0369,RENDICIONES 2024.csv,JUNTA DE VECINOS SAN IGNACIO PALOMARES,0
2101SC0139,,,,JUNTA DE VECINOS VILLA RENACER 1 Y 2,pending,,,1,REN24-2101SC0139,RENDICIONES 2024.csv,JUNTA DE VECINOS VILLA RENACER 1 Y 2,0
2101SC0174,,,,JUNTA DE VECINOS SAN IGNACIO PALOMARES,pending,,,1,REN24-2101SC0174,RENDICIONES 2024.csv,JUNTA DE VECINOS SAN IGNACIO PALOMARES,0
2101SC0184,,,,JJ.VV. EL GALPÓN,pending,,,1,RENX-2101SC0184,RENDICIONES FNDR Y ADNC.csv,JJ.VV. EL GALPÓN,0
2101SC0263,,,,JJ.VV. LOS MAITENES,pending,,,1,RENX-2101SC0263,RENDICIONES FNDR Y ADNC.csv,JJ.VV. LOS MAITENES,0
2101SD0098,,,,JJVV ULTRAESTACION N°18,pending,,,1,REN24-2101SD0098,RENDICIONES 2024.csv,JJVV ULTRAESTACION N°18,0
2201AM0118,,,,CLUB ADULTO MAYOR LAS MARAVILLAS,pending,,,1,REN24-2201AM0118,RENDICIONES 2024.csv,CLUB ADULTO MAYOR LAS MARAVILLAS,0
2201AM0119,,,,CLUB ADULTO MAYOR LOS RECURDOS,pending,,,1,REN24-2201AM0119,RENDICIONES 2024.csv,CLUB ADULTO MAYOR LOS RECURDOS,0
2201AM0120,,,,CLUB ADULTO MAYOR LAS PUERTAS DEL SOL,pending,,,1,REN24-2201AM0120,RENDICIONES 2024.csv,CLUB ADULTO MAYOR LAS PUERTAS DEL SOL,0
2201AM0123,,,,CLUB ADULTO MAYOR ALEGRIA DE VIVIR,pending,,,1,REN24-2201AM0123,RENDICIONES 2024.csv,CLUB ADULTO MAYOR ALEGRIA DE VIVIR,0
2201AM0154,,,,CLUB ADULTO MAYOR SANTA GUADALUPE,pending,,,1,REN24-2201AM0154,RENDICIONES 2024.csv,CLUB ADULTO MAYOR SANTA GUADALUPE,0
2201C0009,,,,CLUB DE HUASOS PORTEZUELO,pending,,,1,REN24-2201C0009,RENDICIONES 2024.csv,CLUB DE HUASOS PORTEZUELO,0
2201C0104,,,,GRUPO DE AUTOAYUDA LA ESPERANZA DE QUIRIQUINA,pending,,,1,REN24-2201C0104,RENDICIONES 2024.csv,GRUPO DE AUTOAYUDA LA ESPERANZA DE QUIRIQUINA,0
2201C0106,,,,CLUB ADULTO MAYOR LA ESPERANZA,pending,,,1,REN24-2201C0106,RENDICIONES 2024.csv,CLUB ADULTO MAYOR LA ESPERANZA,0
2201C0114,,,,FIESTA DEL POLLO DE CAMPO,pending,,,1,REN24-2201C0114,RENDICIONES 2024.csv,FIESTA DEL POLLO DE CAMPO,0
2201C0150,,,,DESPEERTAR DE LAS ESTRELLITAS A TRAVES DE LA PINTURA,pending,,,2,REN24-2201C0150,RENDICIONES 2024.csv,DESPEERTAR DE LAS ESTRELLITAS A TRAVES DE LA PINTURA,0
2201C0160,,,,JUNTA DE VECINOS LA ESPERANZA DE PATAGUAL,pending,,,1,REN24-2201C0160,RENDICIONES 2024.csv,JUNTA DE VECINOS LA ESPERANZA DE PATAGUAL,0
2201D0030,,,,CLUB DE ADULTO MAYOR EL BIENESTAR DE LONQUEN,pending,,,2,REN24-2201D0030,RENDICIONES 2024.csv,CLUB DE ADULTO MAYOR EL BIENESTAR DE LONQUEN,0
2201D0060,,,,CLUB DEPORTIVO EL FARO,pending,,,1,REN24-2201D0060,RENDICIONES 2024.csv,CLUB DEPORTIVO EL FARO,0
2201D0101,,,,JUNTA DE VECINOS PINCURA,pending,,,1,REN24-2201D0101,RENDICIONES 2024.csv,JUNTA DE VECINOS PINCURA,0
2201D0189,,,,JJ.VV. SALAMANCA,pending,,,1,RENX-2201D0189,RENDICIONES FNDR Y ADNC.csv,JJ.VV. SALAMANCA,0
2201D0223,,,,CLUB DEPORTIVO LOS MAITENES,pending,,,1,REN24-2201D0223,RENDICIONES 2024.csv,CLUB DEPORTIVO LOS MAITENES,0
2201D0296,,,,CLUB ADULTO MAYOR AMOR DIVINO,pending,,,1,REN24-2201D0296,RENDICIONES 2024.csv,CLUB ADULTO MAYOR AMOR DIVINO,0
2201EG0045,,,,AGRUPACION MUJERES RURALES HUEMUL,pending,,,2,REN24-2201EG0045,RENDICIONES 2024.csv,AGRUPACION MUJERES RURALES HUEMUL,0
2201EG0059,,,,COMITE DE MUJERES CAMPESINAS LA ILUSION DE SANTA JUANA.,pending,,,1,REN24-2201EG0059,RENDICIONES 2024.csv,COMITE DE MUJERES CAMPESINAS LA ILUSION DE SANTA JUANA.,0
2201EG040,,,,COMITE HABITACIONAL EL PROGRESO,pending,,,1,REN24-2201EG040,RENDICIONES 2024.csv,COMITE HABITACIONAL EL PROGRESO,0
2201M0005,,,,JUNTA DE VECINOS PASO DEL SOLDADO,pending,,,1,REN24-2201M0005,RENDICIONES 2024.csv,JUNTA DE VECINOS PASO DEL SOLDADO,0
2201M0009,,,,JUNTA DE VECINOS FRUTILLAR SUR,pending,,,2,REN24-2201M0009,RENDICIONES 2024.csv,JUNTA DE VECINOS FRUTILLAR SUR,0
2201M0030,,,,JJVVV LA CRUZADA DE RANGUELMO,pending,,,2,REN24-2201M0030,RENDICIONES 2024.csv,JJVVV LA CRUZADA DE RANGUELMO,0
2201M0032,,,,JUNTA DE VECINOS GUARILIHUE,pending,,,1,REN24-2201M0032,RENDICIONES 2024.csv,JUNTA DE VECINOS GUARILIHUE,0
2201M0055,,,,JUNTA DE VECINOS CARRULLANCA,pending,,,2,REN24-2201M0055,RENDICIONES 2024.csv,JUNTA DE VECINOS CARRULLANCA,0
2201M0074,,,,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA F-155 CHACAY,pending,,,1,REN24-2201M0074,RENDICIONES 2024.csv,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA F-155 CHACAY,0
2201SC0033,,,,JJ.VV. VILLA TRILALEO.,pending,,,1,REN24-2201SC0033,RENDICIONES 2024.csv,JJ.VV. VILLA TRILALEO.,0
2201SC0074,,,,CLUB DEL ADULTO MAYOR EL SOL DE EL MODELO,pending,,,1,REN24-2201SC0074,RENDICIONES 2024.csv,CLUB DEL ADULTO MAYOR EL SOL DE EL MODELO,0
2201SC0109,,,,COMITE DE ADELANTO Y DESARROLLO GABRIELA MISTRAL,pending,,,1,REN24-2201SC0109,RENDICIONES 2024.csv,COMITE DE ADELANTO Y DESARROLLO GABRIELA MISTRAL,0
2201SC0122,,,,JUNTA DE VECINOS COLEAL NORTE,pending,,,1,REN24-2201SC0122,RENDICIONES 2024.csv,JUNTA DE VECINOS COLEAL NORTE,0
2201SC0124,,,,JUNTA DE VECINOS BAJOS DE CHILLINHUE,pending,,,1,REN24-2201SC0124,RENDICIONES 2024.csv,JUNTA DE VECINOS BAJOS DE CHILLINHUE,0
2201SC0179,,,,JJ.VV. DE ÑIPAS,pending,,,1,RENX-2201SC0179,RENDICIONES FNDR Y ADNC.csv,JJ.VV. DE ÑIPAS,0
2201SC0335,,,,JUNTA DE VECINOS N°7 RURAL LA VEGA,pending,,,3,REN24-2201SC0335,RENDICIONES 2024.csv,JUNTA DE VECINOS N°7 RURAL LA VEGA,0
2201SC0352,,,,JUNTA DE VECINOS VISTA BELLA,pending,,,1,REN24-2201SC0352,RENDICIONES 2024.csv,JUNTA DE VECINOS VISTA BELLA,0
2201SC0380,,,,JUNTA DE VECINOS BULI ESTACION,pending,,,2,REN24-2201SC0380,RENDICIONES 2024.csv,JUNTA DE VECINOS BULI ESTACION,0
2201SC0433,,,,GRUPO DE MUJERES UNION CHORRILLO,pending,,,1,REN24-2201SC0433,RENDICIONES 2024.csv,GRUPO DE MUJERES UNION CHORRILLO,0
23010013,,,,JJVV EL MAITENAL,pending,,,1,REN24-23010013,RENDICIONES 2024.csv,JJVV EL MAITENAL,0
230100S0035,,,,HOGAR DE ANCIANOS SAN FRANCISCO DE ASIS,pending,,,1,REN24-230100S0035,RENDICIONES 2024.csv,HOGAR DE ANCIANOS SAN FRANCISCO DE ASIS,0
23010287,,,,ESCUELA DE FUTBOL EL REY ARTURO VIDAL,pending,,,1,REN24-23010287,RENDICIONES 2024.csv,ESCUELA DE FUTBOL EL REY ARTURO VIDAL,0
23011ADNCC011,,,,CORPORACION CULTURAL Y SOCIAL ARTE Y VIDA DE COELEMU,pending,,,1,REN24-23011ADNCC011,RENDICIONES 2024.csv,CORPORACION CULTURAL Y SOCIAL ARTE Y VIDA DE COELEMU,0
230150034,,,,JUNTA DE VECINOS LEONERA,pending,,,1,REN24-230150034,RENDICIONES 2024.csv,JUNTA DE VECINOS LEONERA,0
230150073,,,,JUNTOS DE LA MANO SI ES POSIBLE,pending,,,1,REN24-230150073,RENDICIONES 2024.csv,JUNTOS DE LA MANO SI ES POSIBLE,0
2301AD001,,,,AGENCIA ADVENTISTA  DE DESARROLLO Y RECURSOS ASISTENCIALES - ADRA CHILE,pending,,,1,REN24-2301AD001,RENDICIONES 2024.csv,AGENCIA ADVENTISTA  DE DESARROLLO Y RECURSOS ASISTENCIALES - ADRA CHILE,0
2301ADC001,,,,ADRA CHILE.,pending,,,2,RENX-2301ADC001,RENDICIONES FNDR Y ADNC.csv,ADRA CHILE.,0
2301ADCC010,,,,ASOCIACION ÑUBLE AUDIOVISUAL,pending,,,2,REN24-2301ADCC010,RENDICIONES 2024.csv,ASOCIACION ÑUBLE AUDIOVISUAL,0
2301ADCD008,,,,CLUB DE MOUNTAIN BIKE,pending,,,1,REN24-2301ADCD008,RENDICIONES 2024.csv,CLUB DE MOUNTAIN BIKE,0
2301ADCD012,,,,STREET WORKOUT CHILLÁN,pending,,,1,RENX-2301ADCD012,RENDICIONES FNDR Y ADNC.csv,STREET WORKOUT CHILLÁN,0
2301ADCD014,,,,CLUB PATAGONIA MOSTOS CHILE,pending,,,2,REN24-2301ADCD014,RENDICIONES 2024.csv,CLUB PATAGONIA MOSTOS CHILE,0
2301ADCD015,,,,ASOCIACIÓN DEPORTIVA DE FÚTBOL AMATEUR CHILLÁN.,pending,,,1,RENX-2301ADCD015,RENDICIONES FNDR Y ADNC.csv,ASOCIACIÓN DEPORTIVA DE FÚTBOL AMATEUR CHILLÁN.,0
2301ADCND007,,,,FUNDACIÓN CICLORECREOVÍA,pending,,,1,RENX-2301ADCND007,RENDICIONES FNDR Y ADNC.csv,FUNDACIÓN CICLORECREOVÍA,0
2301ADNC05,,,,CONJUNTO DE FOLCLOR PALOMAR DE CHILLÁN.,pending,,,1,REN24-2301ADNC05,RENDICIONES 2024.csv,CONJUNTO DE FOLCLOR PALOMAR DE CHILLÁN.,0
2301ADNCC0177,,,,AGRUPACIÓN FOLKLORE Y CULTURA MAPUKETRAN.,pending,,,1,REN24-2301ADNCC0177,RENDICIONES 2024.csv,AGRUPACIÓN FOLKLORE Y CULTURA MAPUKETRAN.,0
2301ADNCC02,,,,"CULTURAS CHILLAN 2023, RECONSTRUYENDO ÑUBLE",pending,,,2,RENX-2301ADNCC02,RENDICIONES FNDR Y ADNC.csv,"CULTURAS CHILLAN 2023, RECONSTRUYENDO ÑUBLE",0
2301ADNCC04,,,,ASOCIACION DE TENIS DE MESA CHILLAN,pending,,,1,RENX-2301ADNCC04,RENDICIONES FNDR Y ADNC.csv,ASOCIACION DE TENIS DE MESA CHILLAN,0
2301ADNCC07,,,,ASOCIACION DOCEL,pending,,,2,REN24-2301ADNCC07,RENDICIONES 2024.csv,ASOCIACION DOCEL,0
2301ADNCC08,,,,CASATEATRO CLUB,pending,,,1,RENX-2301ADNCC08,RENDICIONES FNDR Y ADNC.csv,CASATEATRO CLUB,0
2301ADNCC088,,,,"COMITE CAMPESINO, PRODUCTIVO, SOCIAL Y CULTURAL NUEVO AMANECER LOS REMATES.",pending,,,2,REN24-2301ADNCC088,RENDICIONES 2024.csv,"COMITE CAMPESINO, PRODUCTIVO, SOCIAL Y CULTURAL NUEVO AMANECER LOS REMATES.",0
2301ADNCD008,,,,ASOCIACION DEPORTIVA Y CULTURAL CLUBES DE HUASOS DE ÑUBLE.,pending,,,2,REN24-2301ADNCD008,RENDICIONES 2024.csv,ASOCIACION DEPORTIVA Y CULTURAL CLUBES DE HUASOS DE ÑUBLE.,0
2301ADNCS003,,,,COOPERATIVA DE CONSUMO DE ENERGIA ELECTRICA CHILLAN,pending,,,1,REN24-2301ADNCS003,RENDICIONES 2024.csv,COOPERATIVA DE CONSUMO DE ENERGIA ELECTRICA CHILLAN,0
2301AM0003,,,,CLUB ADULTO MAYOR JUAN DE DIOS DAVILA.,pending,,,1,RENX-2301AM0003,RENDICIONES FNDR Y ADNC.csv,CLUB ADULTO MAYOR JUAN DE DIOS DAVILA.,0
2301AM0006,,,,CLUB DE ADULTO MAYOR SOL Y LUNA,pending,,,1,REN24-2301AM0006,RENDICIONES 2024.csv,CLUB DE ADULTO MAYOR SOL Y LUNA,0
2301AM0013,,,,UNION COMUNAL ADULTO MAYOR QUIRIHUE,pending,,,1,REN24-2301AM0013,RENDICIONES 2024.csv,UNION COMUNAL ADULTO MAYOR QUIRIHUE,0
2301AM0015,,,,AGRUPACION DE ADULTOS MAYORES VINCULOS RANQUIL,pending,,,1,REN24-2301AM0015,RENDICIONES 2024.csv,AGRUPACION DE ADULTOS MAYORES VINCULOS RANQUIL,0
2301AM0018,,,,CLUB DE ADULTO MAYOR JUAN PABLO II DE COYANCO,pending,,,2,REN24-2301AM0018,RENDICIONES 2024.csv,CLUB DE ADULTO MAYOR JUAN PABLO II DE COYANCO,0
2301AM0019,,,,GRUPO ADULTO MAYOR LA MOVIDA,pending,,,1,RENX-2301AM0019,RENDICIONES FNDR Y ADNC.csv,GRUPO ADULTO MAYOR LA MOVIDA,0
2301AM0020,,,,LA ALEGRIA DE VIVIR EN CAÑA DULCE,pending,,,2,REN24-2301AM0020,RENDICIONES 2024.csv,LA ALEGRIA DE VIVIR EN CAÑA DULCE,0
2301AM0022,,,,CLUB ADULTO MAYOR AMOR DE VIVIR,pending,,,2,REN24-2301AM0022,RENDICIONES 2024.csv,CLUB ADULTO MAYOR AMOR DE VIVIR,0
2301AM0024,,,,CLUB ADULTO MAYOR MARIA DE LA MERCED,pending,,,2,REN24-2301AM0024,RENDICIONES 2024.csv,CLUB ADULTO MAYOR MARIA DE LA MERCED,0
2301AM0026,,,,CLUB ADULTO MAYOR AMISTAD,pending,,,1,RENX-2301AM0026,RENDICIONES FNDR Y ADNC.csv,CLUB ADULTO MAYOR AMISTAD,0
2301AM0028,,,,ASOCIACION DE PENSIONADOS DE TEMUCO,pending,,,1,REN24-2301AM0028,RENDICIONES 2024.csv,ASOCIACION DE PENSIONADOS DE TEMUCO,0
2301AM0029,,,,ASOCIACION DE PENSIONADOS DE PEMUCO,pending,,,1,REN24-2301AM0029,RENDICIONES 2024.csv,ASOCIACION DE PENSIONADOS DE PEMUCO,0
2301AM0030,,,,LOS MUCHACHOS DE AGOSTO,pending,,,2,REN24-2301AM0030,RENDICIONES 2024.csv,LOS MUCHACHOS DE AGOSTO,0
2301AM0031,,,,CLUB ADULTO MAYOR SECTOR LAS LAJUELAS,pending,,,1,REN24-2301AM0031,RENDICIONES 2024.csv,CLUB ADULTO MAYOR SECTOR LAS LAJUELAS,0
2301AM0032,,,,GRUPO DE ADULTO MAYOR RENOVANDO JUVENTUD,pending,,,1,REN24-2301AM0032,RENDICIONES 2024.csv,GRUPO DE ADULTO MAYOR RENOVANDO JUVENTUD,0
2301AM0035,,,,CENTRO ADULTO MAYOR ARCOIRIS DE PARRALITO,pending,,,1,REN24-2301AM0035,RENDICIONES 2024.csv,CENTRO ADULTO MAYOR ARCOIRIS DE PARRALITO,0
2301AM0036,,,,UNIÓN COMUNAL DEL ADULTO MAYOR DE LA COMUNA DE RÁNQUIL.,pending,,,1,RENX-2301AM0036,RENDICIONES FNDR Y ADNC.csv,UNIÓN COMUNAL DEL ADULTO MAYOR DE LA COMUNA DE RÁNQUIL.,0
2301AM0037,,,,CLUB DEL ADULTO MAYOR LOS AÑOS DORADOS DE CHACAY,pending,,,1,REN24-2301AM0037,RENDICIONES 2024.csv,CLUB DEL ADULTO MAYOR LOS AÑOS DORADOS DE CHACAY,0
2301AM0038,,,,CLUB DEPORTIVO DE ADULTO MAYOR LA ALEGRIA DE VIVIR.,pending,,,1,REN24-2301AM0038,RENDICIONES 2024.csv,CLUB DEPORTIVO DE ADULTO MAYOR LA ALEGRIA DE VIVIR.,0
2301AM0041,,,,CLUB ADULTO MAYOR LA ERA ENCANTADA,pending,,,2,REN24-2301AM0041,RENDICIONES 2024.csv,CLUB ADULTO MAYOR LA ERA ENCANTADA,0
2301AM0048,,,,CLUB DE ADULTO MAYOR FLOR DEL AVELLANO,pending,,,1,REN24-2301AM0048,RENDICIONES 2024.csv,CLUB DE ADULTO MAYOR FLOR DEL AVELLANO,0
2301AM0057,,,,UNION COMUNAL DE ADULTOS MAYORES,pending,,,1,REN24-2301AM0057,RENDICIONES 2024.csv,UNION COMUNAL DE ADULTOS MAYORES,0
2301AM006,,,,CLUB DE ADULTO MAYOR SOL Y LUNA,pending,,,2,REN24-2301AM006,RENDICIONES 2024.csv,CLUB DE ADULTO MAYOR SOL Y LUNA,0
2301AM0063,,,,CLUB DE ADULTO MAYOR SAN FRANCISCO DE ASIS,pending,,,1,RENX-2301AM0063,RENDICIONES FNDR Y ADNC.csv,CLUB DE ADULTO MAYOR SAN FRANCISCO DE ASIS,0
2301AM0065,,,,UNION COMUNAL DE ADULTO MAYOR EL ULTIMO RECREO SAN GREGORIO,pending,,,3,REN24-2301AM0065,RENDICIONES 2024.csv,UNION COMUNAL DE ADULTO MAYOR EL ULTIMO RECREO SAN GREGORIO,0
2301AM0066,,,,GRUPO ADULTO MAYOR NUEVO AMANECER SAN CERAPIO,pending,,,1,RENX-2301AM0066,RENDICIONES FNDR Y ADNC.csv,GRUPO ADULTO MAYOR NUEVO AMANECER SAN CERAPIO,0
2301AM0072,,,,GRUPO DE ADULTO MAYOR SANTA AMALIA EL SAUCE,pending,,,1,REN24-2301AM0072,RENDICIONES 2024.csv,GRUPO DE ADULTO MAYOR SANTA AMALIA EL SAUCE,0
2301AM0073,,,,CLUB ADULTO MAYOR TRES ESQUINAS,pending,,,1,REN24-2301AM0073,RENDICIONES 2024.csv,CLUB ADULTO MAYOR TRES ESQUINAS,0
2301AM0076,,,,CLUB ADULTO MAYOR SURCO Y SEMILLA,pending,,,2,REN24-2301AM0076,RENDICIONES 2024.csv,CLUB ADULTO MAYOR SURCO Y SEMILLA,0
2301AM0077,,,,CLUB ADULTO MAYOR MARAVILLAS DE VIVIR,pending,,,1,REN24-2301AM0077,RENDICIONES 2024.csv,CLUB ADULTO MAYOR MARAVILLAS DE VIVIR,0
2301AM0079,,,,CLUB DE ADULTO MAYOR ARMONIA DE ÑIQUEN ESTACION,pending,,,3,REN24-2301AM0079,RENDICIONES 2024.csv,CLUB DE ADULTO MAYOR ARMONIA DE ÑIQUEN ESTACION,0
2301AM0084,,,,CLUB ADULTO MAYOR NUEVA PROYECCION,pending,,,2,REN24-2301AM0084,RENDICIONES 2024.csv,CLUB ADULTO MAYOR NUEVA PROYECCION,0
2301AM0089,,,,AGRUPACION ADULTOS MAYORES JUBILADOS DE LA SALUD HOSPITAL SAN CARLOS,pending,,,1,REN24-2301AM0089,RENDICIONES 2024.csv,AGRUPACION ADULTOS MAYORES JUBILADOS DE LA SALUD HOSPITAL SAN CARLOS,0
2301AM0091,,,,CENTRO ADULTO MAYOR EL GRUPO DE LA AMISTAD,pending,,,2,REN24-2301AM0091,RENDICIONES 2024.csv,CENTRO ADULTO MAYOR EL GRUPO DE LA AMISTAD,0
2301AM0092,,,,CLUB ADULTO MAYOR AVANCEMOS UNIDOS DE LA GLORIA,pending,,,2,REN24-2301AM0092,RENDICIONES 2024.csv,CLUB ADULTO MAYOR AVANCEMOS UNIDOS DE LA GLORIA,0
2301AM0093,,,,CENTRO DE ADULTO MAYOR AMOR DE HERMANOS.,pending,,,1,REN24-2301AM0093,RENDICIONES 2024.csv,CENTRO DE ADULTO MAYOR AMOR DE HERMANOS.,0
2301AM0099,,,,COMITÉ DEL ADULTO MAYOR NUEVA VIDA SAN GREGORIO,pending,,,2,REN24-2301AM0099,RENDICIONES 2024.csv,COMITÉ DEL ADULTO MAYOR NUEVA VIDA SAN GREGORIO,0
2301AM0101,,,,CLUB DE ADULTO MAYOR ALBA DE PUAHUN,pending,,,1,REN24-2301AM0101,RENDICIONES 2024.csv,CLUB DE ADULTO MAYOR ALBA DE PUAHUN,0
2301AM0104,,,,CLUB DE ADULTO MAYOR FLOR EN PRIMAVERA DE HUENUTIL,pending,,,1,REN24-2301AM0104,RENDICIONES 2024.csv,CLUB DE ADULTO MAYOR FLOR EN PRIMAVERA DE HUENUTIL,0
2301AM0105,,,,GRUPO DE ADULTO MAYOR LA ESPERANZA DE BULI ESTACION,pending,,,1,REN24-2301AM0105,RENDICIONES 2024.csv,GRUPO DE ADULTO MAYOR LA ESPERANZA DE BULI ESTACION,0
2301AM0107,,,,CLUB DE ADULTO MAYOR NUEVA VIDA,pending,,,2,REN24-2301AM0107,RENDICIONES 2024.csv,CLUB DE ADULTO MAYOR NUEVA VIDA,0
2301AM0110,,,,GRUPO ADULTO MAYOR LAS VIOLETAS,pending,,,1,REN24-2301AM0110,RENDICIONES 2024.csv,GRUPO ADULTO MAYOR LAS VIOLETAS,0
2301AM0112,,,,GRUPO ADULTO MAYOR ARCOIRIS,pending,,,1,REN24-2301AM0112,RENDICIONES 2024.csv,GRUPO ADULTO MAYOR ARCOIRIS,0
2301AM0117,,,,CLUB DE ADULTO MAYOR QUELTEHUE,pending,,,2,REN24-2301AM0117,RENDICIONES 2024.csv,CLUB DE ADULTO MAYOR QUELTEHUE,0
2301AM0118,,,,AGRUPACION PROFESORES JUBILADOS DE QUIRIHUE VIDA NUEVA,pending,,,2,REN24-2301AM0118,RENDICIONES 2024.csv,AGRUPACION PROFESORES JUBILADOS DE QUIRIHUE VIDA NUEVA,0
2301AM0119,,,,COMITE DEL ADULTO MAYOR BUENA UNION DE HUACALEMU,pending,,,1,REN24-2301AM0119,RENDICIONES 2024.csv,COMITE DEL ADULTO MAYOR BUENA UNION DE HUACALEMU,0
2301AM0121,,,,TALLER DE GIMNASIA Y VARIOS MENTE SANA CUERPO SANO,pending,,,1,REN24-2301AM0121,RENDICIONES 2024.csv,TALLER DE GIMNASIA Y VARIOS MENTE SANA CUERPO SANO,0
2301AM0124,,,,CAM LA RIBERA DEL ITATA,pending,,,1,REN24-2301AM0124,RENDICIONES 2024.csv,CAM LA RIBERA DEL ITATA,0
2301AM0126,,,,CENTRO CULTURAL DE ADULTOS MAYORES UNA MIRADA DFERENTE,pending,,,1,REN24-2301AM0126,RENDICIONES 2024.csv,CENTRO CULTURAL DE ADULTOS MAYORES UNA MIRADA DFERENTE,0
2301AM0129,,,,UNION COMUNAL ADULTO MAYOR PINTO,pending,,,2,REN24-2301AM0129,RENDICIONES 2024.csv,UNION COMUNAL ADULTO MAYOR PINTO,0
2301AM0132,,,,CLUB ADULTO MAYOR LUZ Y ESPERANZA LOS PUQUIOS SAN FABIAN,pending,,,1,REN24-2301AM0132,RENDICIONES 2024.csv,CLUB ADULTO MAYOR LUZ Y ESPERANZA LOS PUQUIOS SAN FABIAN,0
2301AM0137,,,,CLUB ADULTO MAYOR LUZ Y VIDA,pending,,,1,REN24-2301AM0137,RENDICIONES 2024.csv,CLUB ADULTO MAYOR LUZ Y VIDA,0
2301AM0139,,,,CAM RENACER DE PICHINAL,pending,,,1,REN24-2301AM0139,RENDICIONES 2024.csv,CAM RENACER DE PICHINAL,0
2301AM0142,,,,CLUB ADULTO MAYOR LOS COPIHUES,pending,,,3,REN24-2301AM0142,RENDICIONES 2024.csv,CLUB ADULTO MAYOR LOS COPIHUES,0
2301AM0145,,,,CLUB DE ADULTO MAYOR SOL NACIENTE.,pending,,,1,REN24-2301AM0145,RENDICIONES 2024.csv,CLUB DE ADULTO MAYOR SOL NACIENTE.,0
2301AM0147,,,,CAM RENACER,pending,,,2,REN24-2301AM0147-2,RENDICIONES 2024.csv,CAM RENACER,0
