legacy_codigo,agreement_number,agreement_id,renderer_org_id,renderer_name,status,confidence,notes,document_count,sample_document_code,sample_source,sample_institucion,auto_candidate_count
2301D0231,,,,CLUB DEPORTIVO CORDILLERA,pending,,,3,REN24-2301D0231,RENDICIONES 2024.csv,CLUB DEPORTIVO CORDILLERA,0
2301D0232,,,,CLUB DEPORTIVO SOCIAL Y CULTURAL PASION FEMENINA PUBLO SECO,pending,,,2,REN24-2301D0232,RENDICIONES 2024.csv,CLUB DEPORTIVO SOCIAL Y CULTURAL PASION FEMENINA PUBLO SECO,0
2301D0233,,,,CLUB DEPORTIVO Y CULTURAL AVANCE,pending,,,2,REN24-2301D0233,RENDICIONES 2024.csv,CLUB DEPORTIVO Y CULTURAL AVANCE,0
2301D0235,,,,CLUB DEPORTIVO Y RAYUELA LAS VEGAS,pending,,,1,REN24-2301D0235,RENDICIONES 2024.csv,CLUB DEPORTIVO Y RAYUELA LAS VEGAS,0
2301D0239,,,,LIGA DEPORTIVA FEMENINA DE EL CARMEN,pending,,,4,REN24-2301D0239,RENDICIONES 2024.csv,LIGA DEPORTIVA FEMENINA DE EL CARMEN,0
2301D0241,,,,UNION COMUNAL DE CLUBES DEPORTIVOS URBANOS,pending,,,2,REN24-2301D0241,RENDICIONES 2024.csv,UNION COMUNAL DE CLUBES DEPORTIVOS URBANOS,0
2301D0243,,,,CLUB DEPORTIVO NUEVA ESPERANZA DEL SECTOR EL BAJO,pending,,,2,REN24-2301D0243,RENDICIONES 2024.csv,CLUB DEPORTIVO NUEVA ESPERANZA DEL SECTOR EL BAJO,0
2301D0244,,,,CLUB DEPORTIVO NACIONAL.,pending,,,1,REN24-2301D0244,RENDICIONES 2024.csv,CLUB DEPORTIVO NACIONAL.,0
2301D0245,,,,CLUB DEPORTIVO FERROVIARIO,pending,,,1,REN24-2301D0245,RENDICIONES 2024.csv,CLUB DEPORTIVO FERROVIARIO,0
2301D0246,,,,CLUB DE RAYUELA SAN IGNACIO,pending,,,1,REN24-2301D0246,RENDICIONES 2024.csv,CLUB DE RAYUELA SAN IGNACIO,0
2301D0247,,,,CLUB DEPORTIVO CAPILLA COX COMPITE Y ENGRANDECE EL FUTBOL RURAL,pending,,,2,REN24-2301D0247,RENDICIONES 2024.csv,CLUB DEPORTIVO CAPILLA COX COMPITE Y ENGRANDECE EL FUTBOL RURAL,0
2301D0250,,,,CLUB DEPORTIVO REAL BAQUEDANO,pending,,,2,REN24-2301D0250,RENDICIONES 2024.csv,CLUB DEPORTIVO REAL BAQUEDANO,0
2301D0251,,,,CLUB DEPORTIVO DE CICLISMO MTB PEMUCO,pending,,,1,REN24-2301D0251,RENDICIONES 2024.csv,CLUB DEPORTIVO DE CICLISMO MTB PEMUCO,0
2301D0252,,,,CLUB DE VOLEIBOL SAN FABIAN,pending,,,2,REN24-2301D0252,RENDICIONES 2024.csv,CLUB DE VOLEIBOL SAN FABIAN,0
2301D0253,,,,JUVENTUS FC DE COYANCO.,pending,,,1,REN24-2301D0253,RENDICIONES 2024.csv,JUVENTUS FC DE COYANCO.,0
2301D0254,,,,CLUB DEPORTIVO ESTRELLAS DEL PACIFICO.,pending,,,1,REN24-2301D0254,RENDICIONES 2024.csv,CLUB DEPORTIVO ESTRELLAS DEL PACIFICO.,0
2301D0255,,,,CLUB DE AJEDREZ CHILLAN VIEJO,pending,,,2,REN24-2301D0255,RENDICIONES 2024.csv,CLUB DE AJEDREZ CHILLAN VIEJO,0
2301D0257,,,,ROBERTO MATEOS FEMENINO,pending,,,2,REN24-2301D0257,RENDICIONES 2024.csv,ROBERTO MATEOS FEMENINO,0
2301D0258,,,,UNION COMUNAL DE CLUBES DEPORTIVOS RURALES JORGE SANTIBAÑEZ,pending,,,2,REN24-2301D0258,RENDICIONES 2024.csv,UNION COMUNAL DE CLUBES DEPORTIVOS RURALES JORGE SANTIBAÑEZ,0
2301D0261,,,,CLUB DE BOCCIAS PEMUCO,pending,,,3,REN24-2301D0261-3,RENDICIONES 2024.csv,CLUB DE BOCCIAS PEMUCO,0
2301D0266,,,,CLUB DEPORTIVO QUIRIQUINA,pending,,,2,REN24-2301D0266,RENDICIONES 2024.csv,CLUB DEPORTIVO QUIRIQUINA,0
2301D0268,,,,ASOCIACION DE FUTBOL AMATEUR CHILLAN,pending,,,2,REN24-2301D0268,RENDICIONES 2024.csv,ASOCIACION DE FUTBOL AMATEUR CHILLAN,0
2301D0269,,,,ASOCIACION DEPORTIVA KARATE-DO CHILLAN,pending,,,2,REN24-2301D0269,RENDICIONES 2024.csv,ASOCIACION DEPORTIVA KARATE-DO CHILLAN,0
2301D027,,,,AGRUPACION DE CICLISMO CHILLAN,pending,,,1,REN24-2301D027,RENDICIONES 2024.csv,AGRUPACION DE CICLISMO CHILLAN,0
2301D0270,,,,COLEGIO DE PROFESORES DE CHILE A.G REGIONAL ÑUBLE,pending,,,3,REN24-2301D0270,RENDICIONES 2024.csv,COLEGIO DE PROFESORES DE CHILE A.G REGIONAL ÑUBLE,0
2301D0271,,,,CLUB DEPORTIVO SANTA JUANA,pending,,,3,REN24-2301D0271,RENDICIONES 2024.csv,CLUB DEPORTIVO SANTA JUANA,0
2301D0272,,,,CLUB DE HUASOS INTERCOMUNAL DE PINTO,pending,,,2,REN24-2301D0272,RENDICIONES 2024.csv,CLUB DE HUASOS INTERCOMUNAL DE PINTO,0
2301D0275,,,,CLUB DEPORTIVO LA GREDA,pending,,,1,REN24-2301D0275,RENDICIONES 2024.csv,CLUB DEPORTIVO LA GREDA,0
2301D0276,,,,CLUB PATINAJE ARTISTICO SOCIAL CULTURAL Y DEPORTIVO AYUWN,pending,,,2,REN24-2301D0276,RENDICIONES 2024.csv,CLUB PATINAJE ARTISTICO SOCIAL CULTURAL Y DEPORTIVO AYUWN,0
2301D0277,,,,"CLUB DEPORTIVO, SOCIAL, CULTURAL Y AMBIENTAL SANFITNESS",pending,,,2,REN24-2301D0277,RENDICIONES 2024.csv,"CLUB DEPORTIVO, SOCIAL, CULTURAL Y AMBIENTAL SANFITNESS",0
2301D0279,,,,CLUB DEPORTIVO LA ESTRELLA,pending,,,2,REN24-2301D0279,RENDICIONES 2024.csv,CLUB DEPORTIVO LA ESTRELLA,0
2301D0281,,,,CLUB DEPORTIVO SOCIAL EL CARMEN DE CATO,pending,,,2,REN24-2301D0281,RENDICIONES 2024.csv,CLUB DEPORTIVO SOCIAL EL CARMEN DE CATO,0
2301D0282,,,,CLUB RAYUELA QUIRIQUINA,pending,,,2,REN24-2301D0282,RENDICIONES 2024.csv,CLUB RAYUELA QUIRIQUINA,0
2301D0283,,,,CLUB DEPORTIVO DE RAYUELA SANTOS.,pending,,,1,REN24-2301D0283,RENDICIONES 2024.csv,CLUB DEPORTIVO DE RAYUELA SANTOS.,0
2301D0285,,,,CLUB DEPORTIVO LOS BUENOS AMIGOS,pending,,,2,REN24-2301D0285,RENDICIONES 2024.csv,CLUB DEPORTIVO LOS BUENOS AMIGOS,0
2301D0286,,,,ANFA COELEMU,pending,,,2,REN24-2301D0286,RENDICIONES 2024.csv,ANFA COELEMU,0
2301D0287,,,,ESCUELA DE FUTBOL EL REY ARTURO.,pending,,,2,REN24-2301D0287,RENDICIONES 2024.csv,ESCUELA DE FUTBOL EL REY ARTURO.,0
2301D0288,,,,CLUB DEPORTIVO SOCIAL Y CULTURAL COMUNIDAD INTEGRADA,pending,,,2,REN24-2301D0288,RENDICIONES 2024.csv,CLUB DEPORTIVO SOCIAL Y CULTURAL COMUNIDAD INTEGRADA,0
2301D0289,,,,CLUB DEPORTIVO ROBERTO MATEOS,pending,,,1,REN24-2301D0289,RENDICIONES 2024.csv,CLUB DEPORTIVO ROBERTO MATEOS,0
2301D0290,,,,CLUB DEPORTIVO REAL ORIENTE,pending,,,1,REN24-2301D0290,RENDICIONES 2024.csv,CLUB DEPORTIVO REAL ORIENTE,0
2301D0291,,,,CLUB DEPORTIVO RUKA PEWMAN DE SAN CARLOS,pending,,,2,REN24-2301D0291,RENDICIONES 2024.csv,CLUB DEPORTIVO RUKA PEWMAN DE SAN CARLOS,0
2301D0294,,,,CLUB DEPORTIVO ESTRELLA ROJA DE VIRGUIN,pending,,,1,REN24-2301D0294,RENDICIONES 2024.csv,CLUB DEPORTIVO ESTRELLA ROJA DE VIRGUIN,0
2301D0295,,,,CONSEJO LOCAL DE DEPORTES DE CHILLAN,pending,,,2,REN24-2301D0295,RENDICIONES 2024.csv,CONSEJO LOCAL DE DEPORTES DE CHILLAN,0
2301D0296,,,,CLUB DEPORTIVO SAN IGNACIO,pending,,,1,REN24-2301D0296,RENDICIONES 2024.csv,CLUB DEPORTIVO SAN IGNACIO,0
2301D0297,,,,CLUB ATLETICO DIAMANTES DE ÑUBLE,pending,,,2,REN24-2301D0297,RENDICIONES 2024.csv,CLUB ATLETICO DIAMANTES DE ÑUBLE,0
2301D0300,,,,CLUB DEPORTIVO REAL SOCIEDAD EL SAUCE,pending,,,2,REN24-2301D0300,RENDICIONES 2024.csv,CLUB DEPORTIVO REAL SOCIEDAD EL SAUCE,0
2301D0302,,,,ESCUELA ESTUDIANTIL SANTA INES FC,pending,,,2,REN24-2301D0302,RENDICIONES 2024.csv,ESCUELA ESTUDIANTIL SANTA INES FC,0
2301D0303,,,,CLUB DEPORTIVO EL LUCERO DE LA UNIDAD VECINAL N°12,pending,,,1,REN24-2301D0303,RENDICIONES 2024.csv,CLUB DEPORTIVO EL LUCERO DE LA UNIDAD VECINAL N°12,0
2301D0304,,,,CLUB CHILLAN FORMA BASQUETBOLISTAS Y FOMENTA SU PRACTICA EN CHILLAN,pending,,,1,REN24-2301D0304,RENDICIONES 2024.csv,CLUB CHILLAN FORMA BASQUETBOLISTAS Y FOMENTA SU PRACTICA EN CHILLAN,0
2301D0305,,,,CLUB DEPORTIVO LICEO BICENTENARIO DE EXCELENCIA DIEGO PORTALES PALAZUELOS,pending,,,1,REN24-2301D0305,RENDICIONES 2024.csv,CLUB DEPORTIVO LICEO BICENTENARIO DE EXCELENCIA DIEGO PORTALES PALAZUELOS,0
2301D0306,,,,CLUB DEPORTIVO EL CALVARIO,pending,,,2,REN24-2301D0306,RENDICIONES 2024.csv,CLUB DEPORTIVO EL CALVARIO,0
2301D0310,,,,CENTRO DE PADRES Y APODERADOS DINABEC COLLEGE,pending,,,1,REN24-2301D0310,RENDICIONES 2024.csv,CENTRO DE PADRES Y APODERADOS DINABEC COLLEGE,0
2301D0311,,,,CLUB DEPORTIVO ALIANZA DE LA UNIDAD VECINAL N°6,pending,,,2,REN24-2301D0311,RENDICIONES 2024.csv,CLUB DEPORTIVO ALIANZA DE LA UNIDAD VECINAL N°6,0
2301D0315,,,,CLUB DEPORTIVO UNION FERROVIARIO DE COELEMU,pending,,,2,REN24-2301D0315,RENDICIONES 2024.csv,CLUB DEPORTIVO UNION FERROVIARIO DE COELEMU,0
2301D0317,,,,CLUB DEPORTIVO BALONMANO SAN CARLOS,pending,,,2,REN24-2301D0317,RENDICIONES 2024.csv,CLUB DEPORTIVO BALONMANO SAN CARLOS,0
2301D0318,,,,CLUB DEPORTIVO ARTURO PRAT COELEMU,pending,,,2,REN24-2301D0318,RENDICIONES 2024.csv,CLUB DEPORTIVO ARTURO PRAT COELEMU,0
2301D0320,,,,CLUB DE RAYUELA GATICAS,pending,,,1,REN24-2301D0320,RENDICIONES 2024.csv,CLUB DE RAYUELA GATICAS,0
2301D066,,,,CLUB DEPORTIVO BUSTAMANTE,pending,,,1,REN24-2301D066,RENDICIONES 2024.csv,CLUB DEPORTIVO BUSTAMANTE,0
2301D084,,,,CLUB DEPORTIVO SELVA NEGRA,pending,,,1,REN24-2301D084,RENDICIONES 2024.csv,CLUB DEPORTIVO SELVA NEGRA,0
2301D107,,,,JJVV TALQUIPEN CENTRAL,pending,,,1,REN24-2301D107,RENDICIONES 2024.csv,JJVV TALQUIPEN CENTRAL,0
2301D109,,,,CLUB DEPORTIVO SAN MARTIN,pending,,,1,REN24-2301D109,RENDICIONES 2024.csv,CLUB DEPORTIVO SAN MARTIN,0
2301DO152,,,,CLUB DE HUASOS ÑIQUEN,pending,,,1,REN24-2301DO152,RENDICIONES 2024.csv,CLUB DE HUASOS ÑIQUEN,0
2301DP0567,,,,JUNTA DE VECINOS PUEBLO SECO PONIENTE,pending,,,1,REN24-2301DP0567,RENDICIONES 2024.csv,JUNTA DE VECINOS PUEBLO SECO PONIENTE,0
2301EG0001,,,,AGRUPACION DE MUJERES PRIMAVERA DE RAHUIL,pending,,,1,REN24-2301EG0001,RENDICIONES 2024.csv,AGRUPACION DE MUJERES PRIMAVERA DE RAHUIL,0
2301EG0006,,,,AGRUPACION DE MUJERES LAS MANZANITAS,pending,,,1,REN24-2301EG0006,RENDICIONES 2024.csv,AGRUPACION DE MUJERES LAS MANZANITAS,0
2301EG0007,,,,COMITE CAMPESINO LA FERIA,pending,,,2,REN24-2301EG0007,RENDICIONES 2024.csv,COMITE CAMPESINO LA FERIA,0
2301EG0008,,,,AGRUPACION MAPUCHE EPU MARI KECHU PANGE MEUW KEULLUN,pending,,,1,REN24-2301EG0008,RENDICIONES 2024.csv,AGRUPACION MAPUCHE EPU MARI KECHU PANGE MEUW KEULLUN,0
2301EG0009,,,,AGRUPACION DE ADELANTO VUELTA LA RAMA,pending,,,3,REN24-2301EG0009,RENDICIONES 2024.csv,AGRUPACION DE ADELANTO VUELTA LA RAMA,0
2301EG0011,,,,CENTRO DE MADRES LAS MARIANITAS,pending,,,3,REN24-2301EG0011,RENDICIONES 2024.csv,CENTRO DE MADRES LAS MARIANITAS,0
2301EG0012,,,,"AGRUPACION SOCIAL, CULTURAL Y DEPORTIVA EL ESFUERZO FEMENINO QUIRIHUE",pending,,,3,REN24-2301EG0012,RENDICIONES 2024.csv,"AGRUPACION SOCIAL, CULTURAL Y DEPORTIVA EL ESFUERZO FEMENINO QUIRIHUE",0
2301EG0013,,,,AGRUPACION DE MUJERES SABIAS DE RANGUELMO,pending,,,2,REN24-2301EG0013,RENDICIONES 2024.csv,AGRUPACION DE MUJERES SABIAS DE RANGUELMO,0
2301EG0015,,,,FERIA CAMPESINA LAS GOLONDRINAS,pending,,,1,REN24-2301EG0015,RENDICIONES 2024.csv,FERIA CAMPESINA LAS GOLONDRINAS,0
2301EG0016,,,,GRUPO AGROECOLOGICO GOTAS DE AGUA,pending,,,1,REN24-2301EG0016,RENDICIONES 2024.csv,GRUPO AGROECOLOGICO GOTAS DE AGUA,0
2301EG00187,,,,COMITE DE MUJERES LAS ABEJITAS DEL CASINO,pending,,,1,REN24-2301EG00187,RENDICIONES 2024.csv,COMITE DE MUJERES LAS ABEJITAS DEL CASINO,0
2301EG0020,,,,GRUPO DE MUJERES LAS ROSITAS DE CHEQUÉN,pending,,,1,REN24-2301EG0020,RENDICIONES 2024.csv,GRUPO DE MUJERES LAS ROSITAS DE CHEQUÉN,0
2301EG0027,,,,COMITE DE MUJERES LAS GOLONDRINAS,pending,,,2,REN24-2301EG0027-2,RENDICIONES 2024.csv,COMITE DE MUJERES LAS GOLONDRINAS,0
2301EG003,,,,COMITÉ CAMPESINO SAN PEDRO EL PILME,pending,,,1,REN24-2301EG003,RENDICIONES 2024.csv,COMITÉ CAMPESINO SAN PEDRO EL PILME,0
2301EG0030,,,,FUNDACION CHILENA PARA LA DISCAPACIDAD,pending,,,3,REN24-2301EG0030,RENDICIONES 2024.csv,FUNDACION CHILENA PARA LA DISCAPACIDAD,0
2301EG0034,,,,COMITÉ AGROECOLOGICO LAS SEMILLITAS,pending,,,1,REN24-2301EG0034,RENDICIONES 2024.csv,COMITÉ AGROECOLOGICO LAS SEMILLITAS,0
2301EG0035,,,,AGRUPACION DE ARTESANOS EL PUELCHE,pending,,,3,REN24-2301EG0035,RENDICIONES 2024.csv,AGRUPACION DE ARTESANOS EL PUELCHE,0
2301EG0036,,,,CENTRO DE MADRES 27 DE ABRIL,pending,,,2,REN24-2301EG0036,RENDICIONES 2024.csv,CENTRO DE MADRES 27 DE ABRIL,0
2301EG0037,,,,UNION COMUNAL DE GRUPOS AGROECOLOGICOS,pending,,,1,REN24-2301EG0037,RENDICIONES 2024.csv,UNION COMUNAL DE GRUPOS AGROECOLOGICOS,0
2301EG0038,,,,COMITE FEMENINO LAS CATITAS,pending,,,1,REN24-2301EG0038,RENDICIONES 2024.csv,COMITE FEMENINO LAS CATITAS,0
2301EG0039,,,,COMITE FEMENINO EL MAITENAL,pending,,,2,REN24-2301EG0039,RENDICIONES 2024.csv,COMITE FEMENINO EL MAITENAL,0
2301EG0042,,,,MESA DE LA MUJER CAMPESINA DE ÑIQUEN,pending,,,2,REN24-2301EG0042,RENDICIONES 2024.csv,MESA DE LA MUJER CAMPESINA DE ÑIQUEN,0
2301EG0043,,,,COMITÉ FEMENINO SANTA TERESITA,pending,,,2,REN24-2301EG0043,RENDICIONES 2024.csv,COMITÉ FEMENINO SANTA TERESITA,0
2301EG0044,,,,AGRUPACION DE MUJERES CAMPESINAS,pending,,,3,REN24-2301EG0044,RENDICIONES 2024.csv,AGRUPACION DE MUJERES CAMPESINAS,0
2301EG0045,,,,ORGANIZACIÓN DE MUJERES LAS FRUTILLAS DE LA GLORIA,pending,,,2,REN24-2301EG0045,RENDICIONES 2024.csv,ORGANIZACIÓN DE MUJERES LAS FRUTILLAS DE LA GLORIA,0
2301EG0047,,,,COMITÉ FEMENINO SOL NACIENTE,pending,,,2,REN24-2301EG0047,RENDICIONES 2024.csv,COMITÉ FEMENINO SOL NACIENTE,0
2301EG0048,,,,FERIA CAMPESINA EL ESFUERZO,pending,,,2,REN24-2301EG0048,RENDICIONES 2024.csv,FERIA CAMPESINA EL ESFUERZO,0
2301EG0049,,,,CENTRO DE MADRES LAS HORMIGUITAS DE EL SAUCE,pending,,,1,REN24-2301EG0049,RENDICIONES 2024.csv,CENTRO DE MADRES LAS HORMIGUITAS DE EL SAUCE,0
2301EG0051,,,,CLUB AUTOAYUDA MUJERES BORDANDO ESPERANZA,pending,,,2,REN24-2301EG0051,RENDICIONES 2024.csv,CLUB AUTOAYUDA MUJERES BORDANDO ESPERANZA,0
2301EG0054,,,,ASOC. FUNCIONARIOS ASISTENTES DE EDUCACION DE SAN CARLOS,pending,,,1,REN24-2301EG0054,RENDICIONES 2024.csv,ASOC. FUNCIONARIOS ASISTENTES DE EDUCACION DE SAN CARLOS,0
2301EG0055,,,,AGRUPACIÓN DE MUJERES FLOR DE PRIMAVERA,pending,,,1,REN24-2301EG0055,RENDICIONES 2024.csv,AGRUPACIÓN DE MUJERES FLOR DE PRIMAVERA,0
2301EG0058,,,,UNIVERSIDAD ADVENTISTA DE CHILE,pending,,,2,REN24-2301EG0058,RENDICIONES 2024.csv,UNIVERSIDAD ADVENTISTA DE CHILE,0
2301EG0064,,,,SINDICATO MONTE BLANCO.,pending,,,1,REN24-2301EG0064,RENDICIONES 2024.csv,SINDICATO MONTE BLANCO.,0
2301EG0065,,,,COMITE DE MUJERES LAS SEMILLAS DE MECO,pending,,,1,REN24-2301EG0065,RENDICIONES 2024.csv,COMITE DE MUJERES LAS SEMILLAS DE MECO,0
2301EG0069,,,,FUNDACION CRECER EN EQUIDAD,pending,,,3,REN24-2301EG0069,RENDICIONES 2024.csv,FUNDACION CRECER EN EQUIDAD,0
2301EG0072,,,,ASOCIACION INDIGENA WENGAMEN,pending,,,2,REN24-2301EG0072,RENDICIONES 2024.csv,ASOCIACION INDIGENA WENGAMEN,0
2301EG0075,,,,COMITÉ DE DAMAS RENÉ SCHNEIDER,pending,,,2,REN24-2301EG0075,RENDICIONES 2024.csv,COMITÉ DE DAMAS RENÉ SCHNEIDER,0
2301EG0076,,,,COMITE DE DESARROLLO DE LA MUJER LAS EMPRENDEDORAS,pending,,,2,REN24-2301EG0076,RENDICIONES 2024.csv,COMITE DE DESARROLLO DE LA MUJER LAS EMPRENDEDORAS,0
2301EG0079,,,,GRUPO SOCIAL Y CULTURAL CULTIVANDO AMISTAD,pending,,,2,REN24-2301EG0079,RENDICIONES 2024.csv,GRUPO SOCIAL Y CULTURAL CULTIVANDO AMISTAD,0
2301EG0082,,,,AGRUPACIÓN DE MUJERES CAMPESINAS LA ESPERANZA.,pending,,,1,REN24-2301EG0082,RENDICIONES 2024.csv,AGRUPACIÓN DE MUJERES CAMPESINAS LA ESPERANZA.,0
2301EG0083,,,,CENTRO DE MADRES LAS VIOLETAS DE  DENECAN,pending,,,1,REN24-2301EG0083,RENDICIONES 2024.csv,CENTRO DE MADRES LAS VIOLETAS DE  DENECAN,0
2301EG0086,,,,AGRUPACIÓN CULTURAL PETALOS DE ROSAS,pending,,,2,REN24-2301EG0086,RENDICIONES 2024.csv,AGRUPACIÓN CULTURAL PETALOS DE ROSAS,0
2301EG0089,,,,CENTRO DE MADRES BRISAS DEL MAR DE PUAHUN,pending,,,1,REN24-2301EG0089,RENDICIONES 2024.csv,CENTRO DE MADRES BRISAS DEL MAR DE PUAHUN,0
2301EG0093,,,,AGRUPACIÓN DE MUJERES SOLIDARIAS EL TORREÓN.,pending,,,1,REN24-2301EG0093,RENDICIONES 2024.csv,AGRUPACIÓN DE MUJERES SOLIDARIAS EL TORREÓN.,0
2301EG0094,,,,ALDEAS INFANTILES SOS CHILE,pending,,,2,REN24-2301EG0094,RENDICIONES 2024.csv,ALDEAS INFANTILES SOS CHILE,0
2301EG0095,,,,CENTRO GENERAL DE PADRES Y APODERADOS,pending,,,2,REN24-2301EG0095,RENDICIONES 2024.csv,CENTRO GENERAL DE PADRES Y APODERADOS,0
2301EG0096,,,,TALLER DE MUJERES LAS ABEJITAS DE RELOCA,pending,,,1,REN24-2301EG0096,RENDICIONES 2024.csv,TALLER DE MUJERES LAS ABEJITAS DE RELOCA,0
2301EG0098,,,,UNION COMUNAL DE MUJERES DE PORTEZUELO,pending,,,2,REN24-2301EG0098,RENDICIONES 2024.csv,UNION COMUNAL DE MUJERES DE PORTEZUELO,0
2301EG0102,,,,CENTRO DE MADRES CAMARICO,pending,,,2,REN24-2301EG0102,RENDICIONES 2024.csv,CENTRO DE MADRES CAMARICO,0
2301EG0105,,,,UNION COMUNAL FEMENINA,pending,,,2,REN24-2301EG0105,RENDICIONES 2024.csv,UNION COMUNAL FEMENINA,0
2301EG0106,,,,JUNTA DE VECINOS LA PALMA,pending,,,2,REN24-2301EG0106,RENDICIONES 2024.csv,JUNTA DE VECINOS LA PALMA,0
2301EG0107,,,,AGRUPACION DE APOYO A NIÑOS CON NEURODIVERSIDAD NINHUE,pending,,,1,REN24-2301EG0107,RENDICIONES 2024.csv,AGRUPACION DE APOYO A NIÑOS CON NEURODIVERSIDAD NINHUE,0
2301EG0108,,,,CENTRO DE MADRES ALEGRE DESPERTAR.,pending,,,1,REN24-2301EG0108,RENDICIONES 2024.csv,CENTRO DE MADRES ALEGRE DESPERTAR.,0
2301EG0109,,,,CLUB DE LA AMISTAD,pending,,,1,REN24-2301EG0109,RENDICIONES 2024.csv,CLUB DE LA AMISTAD,0
2301EG0110,,,,UNION COMUNAL MUJERES LAUTARO,pending,,,2,REN24-2301EG0110,RENDICIONES 2024.csv,UNION COMUNAL MUJERES LAUTARO,0
2301EG0112,,,,ORGANIZACIÓN NO GUBERNAMENTAL DE DESARROLLO LUCES DEL FUTURO.,pending,,,1,RENX-2301EG0112,RENDICIONES FNDR Y ADNC.csv,ORGANIZACIÓN NO GUBERNAMENTAL DE DESARROLLO LUCES DEL FUTURO.,0
2301EG0114,,,,AGRUPACIÓN FEMENINA LOBA NEGRA,pending,,,2,REN24-2301EG0114,RENDICIONES 2024.csv,AGRUPACIÓN FEMENINA LOBA NEGRA,0
2301EG0115,,,,AGRUPACIÓN SOLIDARIA DE MUJERES.,pending,,,1,REN24-2301EG0115,RENDICIONES 2024.csv,AGRUPACIÓN SOLIDARIA DE MUJERES.,0
2301EG0116,,,,UNION COMUNAL DE MUJERES GABRIELA MISTRAL DE SAN IGNACIO,pending,,,1,REN24-2301EG0116,RENDICIONES 2024.csv,UNION COMUNAL DE MUJERES GABRIELA MISTRAL DE SAN IGNACIO,0
2301EG0119,,,,COMITE DE AVES CAMPESINAS LAS BUENAS PONEDORAS PIEDRAS MAULE,pending,,,2,REN24-2301EG0119,RENDICIONES 2024.csv,COMITE DE AVES CAMPESINAS LAS BUENAS PONEDORAS PIEDRAS MAULE,0
2301EG113,,,,COMITÉ DE MUJERES CREACION SELVA NEGRA,pending,,,1,REN24-2301EG113,RENDICIONES 2024.csv,COMITÉ DE MUJERES CREACION SELVA NEGRA,0
2301G0065,,,,COMITÉ DE MUJERES SEMILLAS DE MECO,pending,,,1,REN24-2301G0065,RENDICIONES 2024.csv,COMITÉ DE MUJERES SEMILLAS DE MECO,0
2301M0001,,,,JUNTA DE VECINOS 10 DE JULIO DE ÑIPAS,pending,,,1,REN24-2301M0001,RENDICIONES 2024.csv,JUNTA DE VECINOS 10 DE JULIO DE ÑIPAS,0
2301M0003,,,,JJVV PANGUILEMU,pending,,,2,REN24-2301M0003,RENDICIONES 2024.csv,JJVV PANGUILEMU,0
2301M0005,,,,JJVV CUCHA URREJOLA,pending,,,2,REN24-2301M0005,RENDICIONES 2024.csv,JJVV CUCHA URREJOLA,0
2301M0006,,,,JJVV LLAHUEN CHICO,pending,,,1,REN24-2301M0006,RENDICIONES 2024.csv,JJVV LLAHUEN CHICO,0
2301M0009,,,,COMITE CAMPESINO LA UNION DE LAJUELAS,pending,,,1,REN24-2301M0009,RENDICIONES 2024.csv,COMITE CAMPESINO LA UNION DE LAJUELAS,0
2301M0010,,,,COMITÉ DE ADELANTO LAS GUARDIAS.,pending,,,1,RENX-2301M0010,RENDICIONES FNDR Y ADNC.csv,COMITÉ DE ADELANTO LAS GUARDIAS.,0
2301M0015,,,,JJVV PASO ANCHO,pending,,,1,REN24-2301M0015,RENDICIONES 2024.csv,JJVV PASO ANCHO,0
2301M0020,,,,JUNTA DE VECINOS LA ORILLA,pending,,,2,REN24-2301M0020,RENDICIONES 2024.csv,JUNTA DE VECINOS LA ORILLA,0
2301M0025,,,,JJVV TRABUNCURA,pending,,,1,REN24-2301M0025,RENDICIONES 2024.csv,JJVV TRABUNCURA,0
2301M0028,,,,COMITÉ DE ADELANTO TRABUNCURA,pending,,,2,REN24-2301M0028,RENDICIONES 2024.csv,COMITÉ DE ADELANTO TRABUNCURA,0
2301M0029,,,,CENTRO DE PADRES Y APODERADOS ESCUELA EL SAUCE,pending,,,1,REN24-2301M0029,RENDICIONES 2024.csv,CENTRO DE PADRES Y APODERADOS ESCUELA EL SAUCE,0
2301M0031,,,,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA ESPECIAL DE LENGUAJE,pending,,,2,REN24-2301M0031,RENDICIONES 2024.csv,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA ESPECIAL DE LENGUAJE,0
2301M0032,,,,AGRUPACIÓN DE MUJERES LAS MANZANITAS.,pending,,,1,REN24-2301M0032,RENDICIONES 2024.csv,AGRUPACIÓN DE MUJERES LAS MANZANITAS.,0
2301M0036,,,,COMITE CAMPESINO PUYARAL,pending,,,2,REN24-2301M0036,RENDICIONES 2024.csv,COMITE CAMPESINO PUYARAL,0
2301M0040,,,,COMITE CAMPESINO LA ESPERANZA DE VIDICO,pending,,,1,REN24-2301M0040,RENDICIONES 2024.csv,COMITE CAMPESINO LA ESPERANZA DE VIDICO,0
2301M0041,,,,UNION COMUNAL DE COMITES CAMPESINOS LOS EMPRENDEDORES,pending,,,1,REN24-2301M0041,RENDICIONES 2024.csv,UNION COMUNAL DE COMITES CAMPESINOS LOS EMPRENDEDORES,0
2301M0042,,,,JJVV SUIZA,pending,,,1,REN24-2301M0042,RENDICIONES 2024.csv,JJVV SUIZA,0
