source_domain,source_id,source_code,target_domain,target_id,target_code,match_type,confidence
CONVENIOS,4f226477-4a6f-4b7f-9f79-ba065e2d49b3,40060888,IDIS,780f2b26-d26b-4326-be07-5e80619d2f13,40060888-2025,NORMALIZED,0.9
CONVENIOS,4f226477-4a6f-4b7f-9f79-ba065e2d49b3,40060888,IDIS_BIP,780f2b26-d26b-4326-be07-5e80619d2f13,40060888,EXACT,1.0
IDIS,780f2b26-d26b-4326-be07-5e80619d2f13,40060888-2025,IDIS_BIP,780f2b26-d26b-4326-be07-5e80619d2f13,40060888,NORMALIZED,0.9
CONVENIOS,0e646a7e-9cd5-4181-bb76-effe706ce644,40044053,IDIS,b468bb09-d99a-4446-87b3-31a41186be74,40044053-2022,NORMALIZED,0.9
CONVENIOS,0e646a7e-9cd5-4181-bb76-effe706ce644,40044053,IDIS,0a5b5016-d223-44e1-a19d-b1d77f79b4c2,40044053-2023,NORMALIZED,0.9
CONVENIOS,0e646a7e-9cd5-4181-bb76-effe706ce644,40044053,IDIS,16aaffd8-1417-4211-adc0-3ecee925c087,40044053-2025,NORMALIZED,0.9
CONVENIOS,0e646a7e-9cd5-4181-bb76-effe706ce644,40044053,IDIS_BIP,b468bb09-d99a-4446-87b3-31a41186be74,40044053,EXACT,1.0
CONVENIOS,0e646a7e-9cd5-4181-bb76-effe706ce644,40044053,IDIS_BIP,0a5b5016-d223-44e1-a19d-b1d77f79b4c2,40044053,EXACT,1.0
CONVENIOS,0e646a7e-9cd5-4181-bb76-effe706ce644,40044053,IDIS_BIP,16aaffd8-1417-4211-adc0-3ecee925c087,40044053,EXACT,1.0
IDIS,b468bb09-d99a-4446-87b3-31a41186be74,40044053-2022,IDIS_BIP,b468bb09-d99a-4446-87b3-31a41186be74,40044053,NORMALIZED,0.9
IDIS,b468bb09-d99a-4446-87b3-31a41186be74,40044053-2022,IDIS_BIP,0a5b5016-d223-44e1-a19d-b1d77f79b4c2,40044053,NORMALIZED,0.9
IDIS,b468bb09-d99a-4446-87b3-31a41186be74,40044053-2022,IDIS_BIP,16aaffd8-1417-4211-adc0-3ecee925c087,40044053,NORMALIZED,0.9
IDIS,0a5b5016-d223-44e1-a19d-b1d77f79b4c2,40044053-2023,IDIS_BIP,b468bb09-d99a-4446-87b3-31a41186be74,40044053,NORMALIZED,0.9
IDIS,0a5b5016-d223-44e1-a19d-b1d77f79b4c2,40044053-2023,IDIS_BIP,0a5b5016-d223-44e1-a19d-b1d77f79b4c2,40044053,NORMALIZED,0.9
IDIS,0a5b5016-d223-44e1-a19d-b1d77f79b4c2,40044053-2023,IDIS_BIP,16aaffd8-1417-4211-adc0-3ecee925c087,40044053,NORMALIZED,0.9
IDIS,16aaffd8-1417-4211-adc0-3ecee925c087,40044053-2025,IDIS_BIP,b468bb09-d99a-4446-87b3-31a41186be74,40044053,NORMALIZED,0.9
IDIS,16aaffd8-1417-4211-adc0-3ecee925c087,40044053-2025,IDIS_BIP,0a5b5016-d223-44e1-a19d-b1d77f79b4c2,40044053,NORMALIZED,0.9
IDIS,16aaffd8-1417-4211-adc0-3ecee925c087,40044053-2025,IDIS_BIP,16aaffd8-1417-4211-adc0-3ecee925c087,40044053,NORMALIZED,0.9
CONVENIOS,08e24ded-d389-4d96-85e4-6ffe4c3e3ae0,40065354,IDIS,41cc480f-5625-4580-9da5-28989aeda8aa,40065354-2025,NORMALIZED,0.9
CONVENIOS,08e24ded-d389-4d96-85e4-6ffe4c3e3ae0,40065354,IDIS_BIP,41cc480f-5625-4580-9da5-28989aeda8aa,40065354,EXACT,1.0
IDIS,41cc480f-5625-4580-9da5-28989aeda8aa,40065354-2025,IDIS_BIP,41cc480f-5625-4580-9da5-28989aeda8aa,40065354,NORMALIZED,0.9
CONVENIOS,0c43e3d9-d519-47ec-ba7e-7dd7346d418b,40034154,IDIS,680935d3-9e27-47c1-88c9-17777f2b0ec5,40034154-2021,NORMALIZED,0.9
CONVENIOS,0c43e3d9-d519-47ec-ba7e-7dd7346d418b,40034154,IDIS,1e8917ef-7d84-436d-be7e-76d23f8914a0,40034154-2022,NORMALIZED,0.9
CONVENIOS,0c43e3d9-d519-47ec-ba7e-7dd7346d418b,40034154,IDIS,59ae2973-9b47-4f4e-a88a-4884ddb4ee11,40034154-2024,NORMALIZED,0.9
CONVENIOS,0c43e3d9-d519-47ec-ba7e-7dd7346d418b,40034154,IDIS,0636f6fa-8ebe-40c1-a15a-fa9346df805c,40034154-2025,NORMALIZED,0.9
CONVENIOS,0c43e3d9-d519-47ec-ba7e-7dd7346d418b,40034154,IDIS_BIP,680935d3-9e27-47c1-88c9-17777f2b0ec5,40034154,EXACT,1.0
CONVENIOS,0c43e3d9-d519-47ec-ba7e-7dd7346d418b,40034154,IDIS_BIP,1e8917ef-7d84-436d-be7e-76d23f8914a0,40034154,EXACT,1.0
CONVENIOS,0c43e3d9-d519-47ec-ba7e-7dd7346d418b,40034154,IDIS_BIP,59ae2973-9b47-4f4e-a88a-4884ddb4ee11,40034154,EXACT,1.0
CONVENIOS,0c43e3d9-d519-47ec-ba7e-7dd7346d418b,40034154,IDIS_BIP,0636f6fa-8ebe-40c1-a15a-fa9346df805c,40034154,EXACT,1.0
IDIS,680935d3-9e27-47c1-88c9-17777f2b0ec5,40034154-2021,IDIS_BIP,680935d3-9e27-47c1-88c9-17777f2b0ec5,40034154,NORMALIZED,0.9
IDIS,680935d3-9e27-47c1-88c9-17777f2b0ec5,40034154-2021,IDIS_BIP,1e8917ef-7d84-436d-be7e-76d23f8914a0,40034154,NORMALIZED,0.9
IDIS,680935d3-9e27-47c1-88c9-17777f2b0ec5,40034154-2021,IDIS_BIP,59ae2973-9b47-4f4e-a88a-4884ddb4ee11,40034154,NORMALIZED,0.9
IDIS,680935d3-9e27-47c1-88c9-17777f2b0ec5,40034154-2021,IDIS_BIP,0636f6fa-8ebe-40c1-a15a-fa9346df805c,40034154,NORMALIZED,0.9
IDIS,1e8917ef-7d84-436d-be7e-76d23f8914a0,40034154-2022,IDIS_BIP,680935d3-9e27-47c1-88c9-17777f2b0ec5,40034154,NORMALIZED,0.9
IDIS,1e8917ef-7d84-436d-be7e-76d23f8914a0,40034154-2022,IDIS_BIP,1e8917ef-7d84-436d-be7e-76d23f8914a0,40034154,NORMALIZED,0.9
IDIS,1e8917ef-7d84-436d-be7e-76d23f8914a0,40034154-2022,IDIS_BIP,59ae2973-9b47-4f4e-a88a-4884ddb4ee11,40034154,NORMALIZED,0.9
IDIS,1e8917ef-7d84-436d-be7e-76d23f8914a0,40034154-2022,IDIS_BIP,0636f6fa-8ebe-40c1-a15a-fa9346df805c,40034154,NORMALIZED,0.9
IDIS,59ae2973-9b47-4f4e-a88a-4884ddb4ee11,40034154-2024,IDIS_BIP,680935d3-9e27-47c1-88c9-17777f2b0ec5,40034154,NORMALIZED,0.9
IDIS,59ae2973-9b47-4f4e-a88a-4884ddb4ee11,40034154-2024,IDIS_BIP,1e8917ef-7d84-436d-be7e-76d23f8914a0,40034154,NORMALIZED,0.9
IDIS,59ae2973-9b47-4f4e-a88a-4884ddb4ee11,40034154-2024,IDIS_BIP,59ae2973-9b47-4f4e-a88a-4884ddb4ee11,40034154,NORMALIZED,0.9
IDIS,59ae2973-9b47-4f4e-a88a-4884ddb4ee11,40034154-2024,IDIS_BIP,0636f6fa-8ebe-40c1-a15a-fa9346df805c,40034154,NORMALIZED,0.9
IDIS,0636f6fa-8ebe-40c1-a15a-fa9346df805c,40034154-2025,IDIS_BIP,680935d3-9e27-47c1-88c9-17777f2b0ec5,40034154,NORMALIZED,0.9
IDIS,0636f6fa-8ebe-40c1-a15a-fa9346df805c,40034154-2025,IDIS_BIP,1e8917ef-7d84-436d-be7e-76d23f8914a0,40034154,NORMALIZED,0.9
IDIS,0636f6fa-8ebe-40c1-a15a-fa9346df805c,40034154-2025,IDIS_BIP,59ae2973-9b47-4f4e-a88a-4884ddb4ee11,40034154,NORMALIZED,0.9
IDIS,0636f6fa-8ebe-40c1-a15a-fa9346df805c,40034154-2025,IDIS_BIP,0636f6fa-8ebe-40c1-a15a-fa9346df805c,40034154,NORMALIZED,0.9
CONVENIOS,af38f0a0-d525-4470-b03e-6b19c16a84f9,40029221,IDIS,c1a55ef7-f331-463d-b225-d968396c6438,40029221-2023,NORMALIZED,0.9
CONVENIOS,af38f0a0-d525-4470-b03e-6b19c16a84f9,40029221,IDIS,df09e100-50dc-405e-af0c-835b437e12ce,40029221-2024,NORMALIZED,0.9
CONVENIOS,af38f0a0-d525-4470-b03e-6b19c16a84f9,40029221,IDIS_BIP,c1a55ef7-f331-463d-b225-d968396c6438,40029221,EXACT,1.0
CONVENIOS,af38f0a0-d525-4470-b03e-6b19c16a84f9,40029221,IDIS_BIP,df09e100-50dc-405e-af0c-835b437e12ce,40029221,EXACT,1.0
IDIS,c1a55ef7-f331-463d-b225-d968396c6438,40029221-2023,IDIS_BIP,c1a55ef7-f331-463d-b225-d968396c6438,40029221,NORMALIZED,0.9
IDIS,c1a55ef7-f331-463d-b225-d968396c6438,40029221-2023,IDIS_BIP,df09e100-50dc-405e-af0c-835b437e12ce,40029221,NORMALIZED,0.9
IDIS,df09e100-50dc-405e-af0c-835b437e12ce,40029221-2024,IDIS_BIP,c1a55ef7-f331-463d-b225-d968396c6438,40029221,NORMALIZED,0.9
IDIS,df09e100-50dc-405e-af0c-835b437e12ce,40029221-2024,IDIS_BIP,df09e100-50dc-405e-af0c-835b437e12ce,40029221,NORMALIZED,0.9
CONVENIOS,d80257be-e28d-4e5e-96f1-52e2eadcf285,40029228,IDIS,bf32ef08-44b2-4ab6-ad3b-d9e04a37cf65,40029228-2023,NORMALIZED,0.9
CONVENIOS,d80257be-e28d-4e5e-96f1-52e2eadcf285,40029228,IDIS,a1d1468e-a168-480a-a8b3-08b84867a712,40029228-2024,NORMALIZED,0.9
CONVENIOS,d80257be-e28d-4e5e-96f1-52e2eadcf285,40029228,IDIS_BIP,bf32ef08-44b2-4ab6-ad3b-d9e04a37cf65,40029228,EXACT,1.0
CONVENIOS,d80257be-e28d-4e5e-96f1-52e2eadcf285,40029228,IDIS_BIP,a1d1468e-a168-480a-a8b3-08b84867a712,40029228,EXACT,1.0
IDIS,bf32ef08-44b2-4ab6-ad3b-d9e04a37cf65,40029228-2023,IDIS_BIP,bf32ef08-44b2-4ab6-ad3b-d9e04a37cf65,40029228,NORMALIZED,0.9
IDIS,bf32ef08-44b2-4ab6-ad3b-d9e04a37cf65,40029228-2023,IDIS_BIP,a1d1468e-a168-480a-a8b3-08b84867a712,40029228,NORMALIZED,0.9
IDIS,a1d1468e-a168-480a-a8b3-08b84867a712,40029228-2024,IDIS_BIP,bf32ef08-44b2-4ab6-ad3b-d9e04a37cf65,40029228,NORMALIZED,0.9
IDIS,a1d1468e-a168-480a-a8b3-08b84867a712,40029228-2024,IDIS_BIP,a1d1468e-a168-480a-a8b3-08b84867a712,40029228,NORMALIZED,0.9
CONVENIOS,3c88d58d-3860-4ca1-92c4-50678eb7b364,30119846,IDIS,e2eee898-8a1e-429a-b83e-673bcf195bb5,30119846-2023,NORMALIZED,0.9
CONVENIOS,3c88d58d-3860-4ca1-92c4-50678eb7b364,30119846,IDIS,3c6aa800-ccf5-4dab-a0e6-ba0b7e879a4a,30119846-2024,NORMALIZED,0.9
CONVENIOS,3c88d58d-3860-4ca1-92c4-50678eb7b364,30119846,IDIS_BIP,e2eee898-8a1e-429a-b83e-673bcf195bb5,30119846,EXACT,1.0
CONVENIOS,3c88d58d-3860-4ca1-92c4-50678eb7b364,30119846,IDIS_BIP,3c6aa800-ccf5-4dab-a0e6-ba0b7e879a4a,30119846,EXACT,1.0
IDIS,e2eee898-8a1e-429a-b83e-673bcf195bb5,30119846-2023,IDIS_BIP,e2eee898-8a1e-429a-b83e-673bcf195bb5,30119846,NORMALIZED,0.9
IDIS,e2eee898-8a1e-429a-b83e-673bcf195bb5,30119846-2023,IDIS_BIP,3c6aa800-ccf5-4dab-a0e6-ba0b7e879a4a,30119846,NORMALIZED,0.9
IDIS,3c6aa800-ccf5-4dab-a0e6-ba0b7e879a4a,30119846-2024,IDIS_BIP,e2eee898-8a1e-429a-b83e-673bcf195bb5,30119846,NORMALIZED,0.9
IDIS,3c6aa800-ccf5-4dab-a0e6-ba0b7e879a4a,30119846-2024,IDIS_BIP,3c6aa800-ccf5-4dab-a0e6-ba0b7e879a4a,30119846,NORMALIZED,0.9
CONVENIOS,703c01af-0543-4502-9ed2-37cc66048f05,40029386,IDIS,bcc898b9-83f8-4072-a7b2-5ffb83400502,40029386-2023,NORMALIZED,0.9
CONVENIOS,703c01af-0543-4502-9ed2-37cc66048f05,40029386,IDIS,61f52f64-4065-401d-99a7-2dfd1b30e00d,40029386-2024,NORMALIZED,0.9
CONVENIOS,703c01af-0543-4502-9ed2-37cc66048f05,40029386,IDIS_BIP,bcc898b9-83f8-4072-a7b2-5ffb83400502,40029386,EXACT,1.0
CONVENIOS,703c01af-0543-4502-9ed2-37cc66048f05,40029386,IDIS_BIP,61f52f64-4065-401d-99a7-2dfd1b30e00d,40029386,EXACT,1.0
IDIS,bcc898b9-83f8-4072-a7b2-5ffb83400502,40029386-2023,IDIS_BIP,bcc898b9-83f8-4072-a7b2-5ffb83400502,40029386,NORMALIZED,0.9
IDIS,bcc898b9-83f8-4072-a7b2-5ffb83400502,40029386-2023,IDIS_BIP,61f52f64-4065-401d-99a7-2dfd1b30e00d,40029386,NORMALIZED,0.9
IDIS,61f52f64-4065-401d-99a7-2dfd1b30e00d,40029386-2024,IDIS_BIP,bcc898b9-83f8-4072-a7b2-5ffb83400502,40029386,NORMALIZED,0.9
IDIS,61f52f64-4065-401d-99a7-2dfd1b30e00d,40029386-2024,IDIS_BIP,61f52f64-4065-401d-99a7-2dfd1b30e00d,40029386,NORMALIZED,0.9
CONVENIOS,3dfd8083-f807-49ce-8988-51729bcbb270,40037623,IDIS,52e95b75-9381-47ba-b258-b8f4fe07aea5,40037623-2023,NORMALIZED,0.9
CONVENIOS,3dfd8083-f807-49ce-8988-51729bcbb270,40037623,IDIS,0353d6bc-0f9c-49f1-8f06-b3d259cdab61,40037623-2024,NORMALIZED,0.9
CONVENIOS,3dfd8083-f807-49ce-8988-51729bcbb270,40037623,IDIS_BIP,52e95b75-9381-47ba-b258-b8f4fe07aea5,40037623,EXACT,1.0
CONVENIOS,3dfd8083-f807-49ce-8988-51729bcbb270,40037623,IDIS_BIP,0353d6bc-0f9c-49f1-8f06-b3d259cdab61,40037623,EXACT,1.0
IDIS,52e95b75-9381-47ba-b258-b8f4fe07aea5,40037623-2023,IDIS_BIP,52e95b75-9381-47ba-b258-b8f4fe07aea5,40037623,NORMALIZED,0.9
IDIS,52e95b75-9381-47ba-b258-b8f4fe07aea5,40037623-2023,IDIS_BIP,0353d6bc-0f9c-49f1-8f06-b3d259cdab61,40037623,NORMALIZED,0.9
IDIS,0353d6bc-0f9c-49f1-8f06-b3d259cdab61,40037623-2024,IDIS_BIP,52e95b75-9381-47ba-b258-b8f4fe07aea5,40037623,NORMALIZED,0.9
IDIS,0353d6bc-0f9c-49f1-8f06-b3d259cdab61,40037623-2024,IDIS_BIP,0353d6bc-0f9c-49f1-8f06-b3d259cdab61,40037623,NORMALIZED,0.9
CONVENIOS,4ac6cc07-9c2d-43a8-b056-2cdbdbb613fc,40063958,IDIS,29280ab4-1ce7-44a6-8caf-4ae3da64f174,40063958-2025,NORMALIZED,0.9
CONVENIOS,4ac6cc07-9c2d-43a8-b056-2cdbdbb613fc,40063958,IDIS_BIP,29280ab4-1ce7-44a6-8caf-4ae3da64f174,40063958,EXACT,1.0
IDIS,29280ab4-1ce7-44a6-8caf-4ae3da64f174,40063958-2025,IDIS_BIP,29280ab4-1ce7-44a6-8caf-4ae3da64f174,40063958,NORMALIZED,0.9
CONVENIOS,3ac660b4-58d5-45b5-acf9-2a4fde652b3b,40063698,IDIS,1e59bc75-29c3-44aa-9b50-e99cc539dee1,40063698-2025,NORMALIZED,0.9
CONVENIOS,3ac660b4-58d5-45b5-acf9-2a4fde652b3b,40063698,IDIS_BIP,1e59bc75-29c3-44aa-9b50-e99cc539dee1,40063698,EXACT,1.0
IDIS,1e59bc75-29c3-44aa-9b50-e99cc539dee1,40063698-2025,IDIS_BIP,1e59bc75-29c3-44aa-9b50-e99cc539dee1,40063698,NORMALIZED,0.9
CONVENIOS,bdef203a-e1db-4e51-9765-9c37381bc62c,40055906,IDIS,ba4da165-888d-49c9-ac3e-33fa728fb4ef,40055906-2023,NORMALIZED,0.9
CONVENIOS,bdef203a-e1db-4e51-9765-9c37381bc62c,40055906,IDIS,218d27c0-c8e9-4021-9c83-57fd01a787a7,40055906-2025,NORMALIZED,0.9
CONVENIOS,bdef203a-e1db-4e51-9765-9c37381bc62c,40055906,IDIS_BIP,ba4da165-888d-49c9-ac3e-33fa728fb4ef,40055906,EXACT,1.0
CONVENIOS,bdef203a-e1db-4e51-9765-9c37381bc62c,40055906,IDIS_BIP,218d27c0-c8e9-4021-9c83-57fd01a787a7,40055906,EXACT,1.0
IDIS,ba4da165-888d-49c9-ac3e-33fa728fb4ef,40055906-2023,IDIS_BIP,ba4da165-888d-49c9-ac3e-33fa728fb4ef,40055906,NORMALIZED,0.9
IDIS,ba4da165-888d-49c9-ac3e-33fa728fb4ef,40055906-2023,IDIS_BIP,218d27c0-c8e9-4021-9c83-57fd01a787a7,40055906,NORMALIZED,0.9
IDIS,218d27c0-c8e9-4021-9c83-57fd01a787a7,40055906-2025,IDIS_BIP,ba4da165-888d-49c9-ac3e-33fa728fb4ef,40055906,NORMALIZED,0.9
IDIS,218d27c0-c8e9-4021-9c83-57fd01a787a7,40055906-2025,IDIS_BIP,218d27c0-c8e9-4021-9c83-57fd01a787a7,40055906,NORMALIZED,0.9
CONVENIOS,5c48c24c-b311-4792-aafe-3e97c037df29,40059005,IDIS,da9a969b-decb-47b8-afd6-c8f7f516015d,40059005-2023,NORMALIZED,0.9
CONVENIOS,5c48c24c-b311-4792-aafe-3e97c037df29,40059005,IDIS_BIP,da9a969b-decb-47b8-afd6-c8f7f516015d,40059005,EXACT,1.0
IDIS,da9a969b-decb-47b8-afd6-c8f7f516015d,40059005-2023,IDIS_BIP,da9a969b-decb-47b8-afd6-c8f7f516015d,40059005,NORMALIZED,0.9
CONVENIOS,e7c922b3-d817-4cc4-8513-5a9397faae77,40065624,IDIS,8000f274-dadf-478c-bc83-7d83e1e364ef,40065624-2025,NORMALIZED,0.9
CONVENIOS,e7c922b3-d817-4cc4-8513-5a9397faae77,40065624,IDIS_BIP,8000f274-dadf-478c-bc83-7d83e1e364ef,40065624,EXACT,1.0
IDIS,8000f274-dadf-478c-bc83-7d83e1e364ef,40065624-2025,IDIS_BIP,8000f274-dadf-478c-bc83-7d83e1e364ef,40065624,NORMALIZED,0.9
CONVENIOS,7cefe1af-57ec-4bc0-a37f-8eb130f719e9,40058752,IDIS,3e7d0fd2-2a17-4d90-9a1b-f7c913117022,40058752-2023,NORMALIZED,0.9
CONVENIOS,7cefe1af-57ec-4bc0-a37f-8eb130f719e9,40058752,IDIS,d18ac7b9-d538-4250-960a-5c4fc0bf4a84,40058752-2025,NORMALIZED,0.9
CONVENIOS,7cefe1af-57ec-4bc0-a37f-8eb130f719e9,40058752,IDIS_BIP,3e7d0fd2-2a17-4d90-9a1b-f7c913117022,40058752,EXACT,1.0
CONVENIOS,7cefe1af-57ec-4bc0-a37f-8eb130f719e9,40058752,IDIS_BIP,d18ac7b9-d538-4250-960a-5c4fc0bf4a84,40058752,EXACT,1.0
IDIS,3e7d0fd2-2a17-4d90-9a1b-f7c913117022,40058752-2023,IDIS_BIP,3e7d0fd2-2a17-4d90-9a1b-f7c913117022,40058752,NORMALIZED,0.9
IDIS,3e7d0fd2-2a17-4d90-9a1b-f7c913117022,40058752-2023,IDIS_BIP,d18ac7b9-d538-4250-960a-5c4fc0bf4a84,40058752,NORMALIZED,0.9
IDIS,d18ac7b9-d538-4250-960a-5c4fc0bf4a84,40058752-2025,IDIS_BIP,3e7d0fd2-2a17-4d90-9a1b-f7c913117022,40058752,NORMALIZED,0.9
IDIS,d18ac7b9-d538-4250-960a-5c4fc0bf4a84,40058752-2025,IDIS_BIP,d18ac7b9-d538-4250-960a-5c4fc0bf4a84,40058752,NORMALIZED,0.9
CONVENIOS,ecca7fdb-71e6-42e8-9ba4-597fc520b4ba,40050689,IDIS,1548fe7e-9ed1-4057-88ae-c0312b06281b,40050689-2024,NORMALIZED,0.9
CONVENIOS,ecca7fdb-71e6-42e8-9ba4-597fc520b4ba,40050689,IDIS_BIP,1548fe7e-9ed1-4057-88ae-c0312b06281b,40050689,EXACT,1.0
IDIS,1548fe7e-9ed1-4057-88ae-c0312b06281b,40050689-2024,IDIS_BIP,1548fe7e-9ed1-4057-88ae-c0312b06281b,40050689,NORMALIZED,0.9
CONVENIOS,ebcf16f4-2b81-49e5-8cdb-bc85efcf1914,40059697,IDIS,e2a7d3a8-647e-45c1-8561-ce44e9f6c188,40059697-2024,NORMALIZED,0.9
CONVENIOS,ebcf16f4-2b81-49e5-8cdb-bc85efcf1914,40059697,IDIS_BIP,e2a7d3a8-647e-45c1-8561-ce44e9f6c188,40059697,EXACT,1.0
IDIS,e2a7d3a8-647e-45c1-8561-ce44e9f6c188,40059697-2024,IDIS_BIP,e2a7d3a8-647e-45c1-8561-ce44e9f6c188,40059697,NORMALIZED,0.9
CONVENIOS,6674b33b-81f0-40d9-8353-b67bca96d5f8,40055489,IDIS,c3e48cc9-0409-4997-8ab9-6b3340430416,40055489-2023,NORMALIZED,0.9
CONVENIOS,6674b33b-81f0-40d9-8353-b67bca96d5f8,40055489,IDIS,910e586e-91f0-4d82-8862-9e0981bd6a29,40055489-2024,NORMALIZED,0.9
CONVENIOS,6674b33b-81f0-40d9-8353-b67bca96d5f8,40055489,IDIS_BIP,c3e48cc9-0409-4997-8ab9-6b3340430416,40055489,EXACT,1.0
CONVENIOS,6674b33b-81f0-40d9-8353-b67bca96d5f8,40055489,IDIS_BIP,910e586e-91f0-4d82-8862-9e0981bd6a29,40055489,EXACT,1.0
IDIS,c3e48cc9-0409-4997-8ab9-6b3340430416,40055489-2023,IDIS_BIP,c3e48cc9-0409-4997-8ab9-6b3340430416,40055489,NORMALIZED,0.9
IDIS,c3e48cc9-0409-4997-8ab9-6b3340430416,40055489-2023,IDIS_BIP,910e586e-91f0-4d82-8862-9e0981bd6a29,40055489,NORMALIZED,0.9
IDIS,910e586e-91f0-4d82-8862-9e0981bd6a29,40055489-2024,IDIS_BIP,c3e48cc9-0409-4997-8ab9-6b3340430416,40055489,NORMALIZED,0.9
IDIS,910e586e-91f0-4d82-8862-9e0981bd6a29,40055489-2024,IDIS_BIP,910e586e-91f0-4d82-8862-9e0981bd6a29,40055489,NORMALIZED,0.9
CONVENIOS,ca630f2c-ceee-4223-ba60-a7aa189ead69,40063971,IDIS,3e05e06f-a3da-4524-b9ae-46e134912e1e,40063971-2025,NORMALIZED,0.9
CONVENIOS,ca630f2c-ceee-4223-ba60-a7aa189ead69,40063971,IDIS_BIP,3e05e06f-a3da-4524-b9ae-46e134912e1e,40063971,EXACT,1.0
IDIS,3e05e06f-a3da-4524-b9ae-46e134912e1e,40063971-2025,IDIS_BIP,3e05e06f-a3da-4524-b9ae-46e134912e1e,40063971,NORMALIZED,0.9
CONVENIOS,a91b8a9d-45fb-41e8-9d87-1f89b6850d09,40041601,IDIS,04bfdf8f-4e9a-4931-a407-4a0bddc644a4,40041601-2022,NORMALIZED,0.9
CONVENIOS,a91b8a9d-45fb-41e8-9d87-1f89b6850d09,40041601,IDIS_BIP,04bfdf8f-4e9a-4931-a407-4a0bddc644a4,40041601,EXACT,1.0
IDIS,04bfdf8f-4e9a-4931-a407-4a0bddc644a4,40041601-2022,IDIS_BIP,04bfdf8f-4e9a-4931-a407-4a0bddc644a4,40041601,NORMALIZED,0.9
CONVENIOS,1f3a239e-e321-46c6-a484-5a6e73d860e2,40056462,IDIS,2eedb3b0-4de3-464c-8193-8bbd103e45f7,40056462-2023,NORMALIZED,0.9
CONVENIOS,1f3a239e-e321-46c6-a484-5a6e73d860e2,40056462,IDIS_BIP,2eedb3b0-4de3-464c-8193-8bbd103e45f7,40056462,EXACT,1.0
IDIS,2eedb3b0-4de3-464c-8193-8bbd103e45f7,40056462-2023,IDIS_BIP,2eedb3b0-4de3-464c-8193-8bbd103e45f7,40056462,NORMALIZED,0.9
CONVENIOS,1ec27d0a-fad7-4e0d-b434-440a2d0464dd,40054784,IDIS,e7db687e-98d0-4c4f-9419-b8326c589dd3,40054784-2023,NORMALIZED,0.9
CONVENIOS,1ec27d0a-fad7-4e0d-b434-440a2d0464dd,40054784,IDIS_BIP,e7db687e-98d0-4c4f-9419-b8326c589dd3,40054784,EXACT,1.0
IDIS,e7db687e-98d0-4c4f-9419-b8326c589dd3,40054784-2023,IDIS_BIP,e7db687e-98d0-4c4f-9419-b8326c589dd3,40054784,NORMALIZED,0.9
CONVENIOS,d8de8063-0a74-42a6-8729-641b0a2bee44,40058764,IDIS,ea942c6b-0c42-4660-83a2-d931e80fc294,40058764-2023,NORMALIZED,0.9
CONVENIOS,d8de8063-0a74-42a6-8729-641b0a2bee44,40058764,IDIS_BIP,ea942c6b-0c42-4660-83a2-d931e80fc294,40058764,EXACT,1.0
IDIS,ea942c6b-0c42-4660-83a2-d931e80fc294,40058764-2023,IDIS_BIP,ea942c6b-0c42-4660-83a2-d931e80fc294,40058764,NORMALIZED,0.9
CONVENIOS,725f7f38-06d4-4c28-b21d-82c8b5a9f8df,40057900,IDIS,a0cf61c5-126c-4ba4-a381-29cfec8711cc,40057900-2023,NORMALIZED,0.9
CONVENIOS,725f7f38-06d4-4c28-b21d-82c8b5a9f8df,40057900,IDIS_BIP,a0cf61c5-126c-4ba4-a381-29cfec8711cc,40057900,EXACT,1.0
IDIS,a0cf61c5-126c-4ba4-a381-29cfec8711cc,40057900-2023,IDIS_BIP,a0cf61c5-126c-4ba4-a381-29cfec8711cc,40057900,NORMALIZED,0.9
CONVENIOS,c11480d6-edf9-41b3-9ba4-2a19fcd7f815,40053724,IDIS,3ff8192f-e3ec-449e-9f04-2d8ffcdf921c,40053724-2023,NORMALIZED,0.9
CONVENIOS,c11480d6-edf9-41b3-9ba4-2a19fcd7f815,40053724,IDIS_BIP,3ff8192f-e3ec-449e-9f04-2d8ffcdf921c,40053724,EXACT,1.0
IDIS,3ff8192f-e3ec-449e-9f04-2d8ffcdf921c,40053724-2023,IDIS_BIP,3ff8192f-e3ec-449e-9f04-2d8ffcdf921c,40053724,NORMALIZED,0.9
CONVENIOS,3a82a14a-5e75-4062-bd2c-fc95ee05e02f,40055551,IDIS,6d01690b-94b8-4979-a111-7dcf697f7286,40055551-2023,NORMALIZED,0.9
CONVENIOS,3a82a14a-5e75-4062-bd2c-fc95ee05e02f,40055551,IDIS_BIP,6d01690b-94b8-4979-a111-7dcf697f7286,40055551,EXACT,1.0
IDIS,6d01690b-94b8-4979-a111-7dcf697f7286,40055551-2023,IDIS_BIP,6d01690b-94b8-4979-a111-7dcf697f7286,40055551,NORMALIZED,0.9
CONVENIOS,d1c05a3a-e8e4-45bb-b278-ae27edb15cf8,40010832,IDIS,be26d8cb-f184-4992-98e4-c7244d44f7c4,40010832-2019,NORMALIZED,0.9
CONVENIOS,d1c05a3a-e8e4-45bb-b278-ae27edb15cf8,40010832,IDIS,e518bf09-6e5c-43ad-b7f5-64bea21982ad,40010832-2020,NORMALIZED,0.9
CONVENIOS,d1c05a3a-e8e4-45bb-b278-ae27edb15cf8,40010832,IDIS,004180b5-b3c7-43c4-be1f-e708d0bb1935,40010832-2021,NORMALIZED,0.9
