old_id,canonical_id
d4d758d6-b3ca-443e-8f9f-9c6791908175,d4d758d6-b3ca-443e-8f9f-9c6791908175
2cf71357-60f2-4afb-8008-d2d918c7966a,2cf71357-60f2-4afb-8008-d2d918c7966a
20587eaa-630c-45c9-a98a-5ae923f56838,20587eaa-630c-45c9-a98a-5ae923f56838
a80f5017-7657-4eb9-a56d-9a202314ddfa,a80f5017-7657-4eb9-a56d-9a202314ddfa
4e50b8eb-44c4-4db4-8d2d-d47dc55420dd,4e50b8eb-44c4-4db4-8d2d-d47dc55420dd
6f1693f8-ee4d-4bd0-96f2-da86a13848b9,6f1693f8-ee4d-4bd0-96f2-da86a13848b9
dc4ed840-54b2-4961-b6d9-3324a4d4625d,dc4ed840-54b2-4961-b6d9-3324a4d4625d
34f08a0f-cd44-4473-9e22-d338eb0ada2d,34f08a0f-cd44-4473-9e22-d338eb0ada2d
d5aa30c3-890d-4e44-ac33-1d41bdf31cd2,d5aa30c3-890d-4e44-ac33-1d41bdf31cd2
82039877-662e-4272-bd56-68e06d3b8d79,82039877-662e-4272-bd56-68e06d3b8d79
d7de325a-c082-458c-bdf2-aa0c37ba1981,d7de325a-c082-458c-bdf2-aa0c37ba1981
03d05f1f-906b-44eb-a18a-1afdd702e7aa,03d05f1f-906b-44eb-a18a-1afdd702e7aa
91d6b13e-fad7-45c7-9287-21945360c24d,91d6b13e-fad7-45c7-9287-21945360c24d
1e559fca-d277-4bb2-82c1-8d8484f7191a,1e559fca-d277-4bb2-82c1-8d8484f7191a
b3e511e7-7b51-4cda-8c61-6ea65bae9021,b3e511e7-7b51-4cda-8c61-6ea65bae9021
978730bc-a174-4a52-baff-a5e2cf22fa74,978730bc-a174-4a52-baff-a5e2cf22fa74
864c1158-1d0b-46a3-a1ef-4a49988bbe01,864c1158-1d0b-46a3-a1ef-4a49988bbe01
cc753b5c-d705-48c6-bb21-c9c63ac551d8,cc753b5c-d705-48c6-bb21-c9c63ac551d8
209b04e2-93f8-4184-b796-69e13caaa10c,209b04e2-93f8-4184-b796-69e13caaa10c
5d5ebc4b-ac45-40c8-84a4-aa564d155d88,5d5ebc4b-ac45-40c8-84a4-aa564d155d88
a2cff449-97b1-4874-8693-49ebe292cd24,a2cff449-97b1-4874-8693-49ebe292cd24
5c6338d5-f79f-4482-87b0-a1bcc8c61db6,5c6338d5-f79f-4482-87b0-a1bcc8c61db6
eac832fe-5d63-438a-86f3-c56033416749,eac832fe-5d63-438a-86f3-c56033416749
7f561668-2c61-41b7-b183-703a352bf9f7,7f561668-2c61-41b7-b183-703a352bf9f7
95aa3c32-116b-4d7d-9f50-283add0e6056,95aa3c32-116b-4d7d-9f50-283add0e6056
44bc35d6-2817-4fea-b30c-a338dc6d6802,44bc35d6-2817-4fea-b30c-a338dc6d6802
c8b5e6b3-70aa-47e1-8dbb-ef2967eac0ec,c8b5e6b3-70aa-47e1-8dbb-ef2967eac0ec
4e1036b0-5b9c-4213-839a-78cb7ce0d01a,4e1036b0-5b9c-4213-839a-78cb7ce0d01a
f734a1df-c8f2-4944-80cb-fad7f7ca8a05,f734a1df-c8f2-4944-80cb-fad7f7ca8a05
ddd70a06-4e99-44e7-9786-2db6f5abf267,ddd70a06-4e99-44e7-9786-2db6f5abf267
f0bad87b-c456-424d-87fe-0fea08f996c8,f0bad87b-c456-424d-87fe-0fea08f996c8
93ebb513-ff72-4ad1-bb3d-57449189f9c2,93ebb513-ff72-4ad1-bb3d-57449189f9c2
cde5db0a-655c-44b6-b2bb-b62f26fcf3d6,cde5db0a-655c-44b6-b2bb-b62f26fcf3d6
e77db29b-a1f2-4873-8f60-c3a7b79d1021,e77db29b-a1f2-4873-8f60-c3a7b79d1021
fc9ac03a-7139-4de8-bc1a-75509098521a,fc9ac03a-7139-4de8-bc1a-75509098521a
e44b77cb-aabd-4624-984f-253de314d45f,e44b77cb-aabd-4624-984f-253de314d45f
5d5f61d8-1f08-4727-bc3e-675d4223652d,5d5f61d8-1f08-4727-bc3e-675d4223652d
fc4fc7ca-057d-4dac-a9f6-52dee4bdebad,fc4fc7ca-057d-4dac-a9f6-52dee4bdebad
22ae7099-0394-4ba5-921e-ef1ad9d389ed,22ae7099-0394-4ba5-921e-ef1ad9d389ed
1aebc703-1cce-477f-bceb-d18f582df66d,1aebc703-1cce-477f-bceb-d18f582df66d
009a0768-3aac-4dd0-90ea-f4274830e7b4,009a0768-3aac-4dd0-90ea-f4274830e7b4
94ae53b1-1875-42cb-9e12-3830c2c72873,94ae53b1-1875-42cb-9e12-3830c2c72873
5a5f4469-ab8e-402f-846c-2dcf51204d24,5a5f4469-ab8e-402f-846c-2dcf51204d24
d7b1aa3a-877b-48a2-bc05-b422a984a176,d7b1aa3a-877b-48a2-bc05-b422a984a176
e7e31488-3052-4a1b-8669-a4296f518afb,e7e31488-3052-4a1b-8669-a4296f518afb
d07720e5-fbe2-4ce6-82dc-f845671016c0,d07720e5-fbe2-4ce6-82dc-f845671016c0
f9fc43b5-89c4-4aa1-9baa-cc4f9a961a9c,f9fc43b5-89c4-4aa1-9baa-cc4f9a961a9c
4b3c1233-7960-4364-b095-447abded4ccd,4b3c1233-7960-4364-b095-447abded4ccd
e7a36dba-c7a4-4032-8ca4-b092b9f32e8a,e7a36dba-c7a4-4032-8ca4-b092b9f32e8a
ed2fbda7-9fca-4f36-94b5-0fb7b59da317,ed2fbda7-9fca-4f36-94b5-0fb7b59da317
b257a999-9b66-4381-93ba-027874bd3164,b257a999-9b66-4381-93ba-027874bd3164
e6182231-1e77-4ae5-9457-d49256532642,e6182231-1e77-4ae5-9457-d49256532642
734156e2-71cc-4140-a7eb-d02f3fa3169f,734156e2-71cc-4140-a7eb-d02f3fa3169f
d75714bc-a7cc-4a65-8e6c-8951299e8533,d75714bc-a7cc-4a65-8e6c-8951299e8533
a80e6dc0-ec86-4871-a2cb-b18554808e17,a80e6dc0-ec86-4871-a2cb-b18554808e17
629c2de2-52e1-406c-adb9-22fd4d8a4530,629c2de2-52e1-406c-adb9-22fd4d8a4530
a5bb535c-a2b0-4afb-bb54-6aca6bd37cf4,a5bb535c-a2b0-4afb-bb54-6aca6bd37cf4
5bd964df-1ca2-4f19-9584-5fe2151375fb,5bd964df-1ca2-4f19-9584-5fe2151375fb
f8c5d548-951c-483e-80b9-0419bc9b1170,f8c5d548-951c-483e-80b9-0419bc9b1170
2df69210-fc1b-4ded-a813-6ee82401e72f,2df69210-fc1b-4ded-a813-6ee82401e72f
f523142f-9a57-4c75-95f0-6523fa905b29,f523142f-9a57-4c75-95f0-6523fa905b29
121fb3ca-c55c-41bb-9b74-6e0dfec1671f,121fb3ca-c55c-41bb-9b74-6e0dfec1671f
d09ffcd3-dcf5-4844-a8c6-29cbce7192ce,d09ffcd3-dcf5-4844-a8c6-29cbce7192ce
96748ba4-adb7-4ea1-95df-838a5bece95e,96748ba4-adb7-4ea1-95df-838a5bece95e
e0fa8139-ff96-45dc-bd8a-c55374f3befb,e0fa8139-ff96-45dc-bd8a-c55374f3befb
7c3b50fb-82d5-48d8-9888-506cc863993c,7c3b50fb-82d5-48d8-9888-506cc863993c
db47a0de-c8e4-4c9c-824c-b663d0260205,db47a0de-c8e4-4c9c-824c-b663d0260205
1a07e1ec-c8a9-41ad-a67c-3dbeb486fa8a,1a07e1ec-c8a9-41ad-a67c-3dbeb486fa8a
8e852f79-f8ba-47e8-80af-d548ab9df42c,8e852f79-f8ba-47e8-80af-d548ab9df42c
2e29f8ea-6c8e-4207-b61e-cbd4ba2a9a86,2e29f8ea-6c8e-4207-b61e-cbd4ba2a9a86
5c3630ab-9e42-4739-8e19-0691db9c5505,5c3630ab-9e42-4739-8e19-0691db9c5505
d79bbcfb-e235-441d-819a-979e64fb0efe,d79bbcfb-e235-441d-819a-979e64fb0efe
b5a81eae-5e81-4d9c-bbf2-7e3346dbac7b,b5a81eae-5e81-4d9c-bbf2-7e3346dbac7b
958761d9-e432-4d06-8796-b9d24d2745ef,958761d9-e432-4d06-8796-b9d24d2745ef
235bddab-5263-4313-aa59-9827e6c83deb,235bddab-5263-4313-aa59-9827e6c83deb
45d4717a-ba26-4f5c-8831-3a8bc6ba1d90,45d4717a-ba26-4f5c-8831-3a8bc6ba1d90
b6270ccc-1438-4c17-8b2c-291f8a7ede85,b6270ccc-1438-4c17-8b2c-291f8a7ede85
ed0c92ba-960c-405d-a3ef-572f08a0c4a8,ed0c92ba-960c-405d-a3ef-572f08a0c4a8
343850b2-e844-4d71-b458-63727f4b3ca8,343850b2-e844-4d71-b458-63727f4b3ca8
bdaecd8b-8681-44a7-a3da-734a5365d83b,bdaecd8b-8681-44a7-a3da-734a5365d83b
9a29ec7d-3ec1-4a62-8a88-b67067f42bf7,9a29ec7d-3ec1-4a62-8a88-b67067f42bf7
168f7b8e-5920-4ebd-957d-b7fa271ee444,168f7b8e-5920-4ebd-957d-b7fa271ee444
4622bd24-7539-4d7e-985f-e25b02b356ac,4622bd24-7539-4d7e-985f-e25b02b356ac
00cbd6d7-2641-414a-8a72-6fa345c2d0a1,00cbd6d7-2641-414a-8a72-6fa345c2d0a1
94fac728-8574-4bcf-af9f-9f1c499dbb5d,94fac728-8574-4bcf-af9f-9f1c499dbb5d
453bf98d-3be4-4f4d-a382-53133289f35d,453bf98d-3be4-4f4d-a382-53133289f35d
371cd348-0399-4cdd-8b71-9036fcf7781e,371cd348-0399-4cdd-8b71-9036fcf7781e
