SUBVENCIONES 2024,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
CORRELATIVO,TIPO DOCUMENTO,CÓDIGO,FECHA DCTO,FECHA INGRESO,FECHA ENTREGA ,NOMBRE INSTITUCIÓN ,NOMBRE DE LA INICIATIVA,MONTO DE LA RENDICIÓN,RECEPCIONADO POR,FIRMA
793,SUBS,2301SP522,09/07/2024,09/07/2024,09/07/2024,VILLA BRISAS DE BICENTENARIO,REFORZANDO SEGURIDAD EN MI BARRIO,$0.00,,
794,SUBS,2101D0169,08/07/2024,10/07/2024,10/07/2024,UNION COMUNAL DE MUJERES DE NINHUE.,LA UNION COMUNAL DE MUJERES DE NINHUE COMBATE EL SEDENTARISMO CON ACTIVIDAD FISICA.,$0.00,,
795,SUBS,2301SP0436,10/07/2024,10/07/2024,10/07/2024,JUNTA DE VECINOS VILLA PACIFICO,SS,$0.00,,
796,SUBS,2301SP0196,10/07/2024,10/07/2024,10/07/2024,JUNTA DE VECINOS VALLE VERDE ,VALLE VERDE,$0.00,,
797,SUBS,2301AM0072,11/07/2024,11/07/2024,11/07/2024,GRUPO DE ADULTO MAYOR SANTA AMALIA EL SAUCE ,MAS SALUD PARA EL ADULTO MAYOR ,$0.00,,
798,SUBS,2301C0091,26/06/2024,11/07/2024,11/07/2024,CLUB DE HUASOS CAMPO BUENO,CABALGATA DE PRESERVACION DEL PATRIMONIO CULTURAL DEL CAMPO CHILENO,$0.00,,
799,SUBS,2201C0009,11/07/2024,11/07/2024,11/07/2024,CLUB DE HUASOS PORTEZUELO,LOS HUASOS UNIDOS AL RESCATE DE SUS TRADICIONES,$0.00,,
800,REND,2201EG0059,05/07/2024,11/07/2024,11/07/2024,COMITE DE MUJERES CAMPESINAS LA ILUSION DE SANTA JUANA.,COMITE DE MUJERES CAMPESINAS LA ILUSION DE SANTA JUANA.,$11.04,,
801,REND,2301D0271,05/07/2024,11/07/2024,11/07/2024,CLUB DEPORTIVO SANTA JUANA.,ESCUELA DE FUTBOL SANTA JUANA ES MI FAMILIA.,$0.00,,
802,REND,2301C0068,09/07/2024,11/07/2024,11/07/2024,RESCATANDO LAS TRADICIONES HUASAS,CLUB DE HUASOS PUYAMAVIDA,$0.00,,
803,REND,2301D0018,12/06/2024,12/07/2024,12/07/2024,CLUB DEPORTIVO SOCIAL Y CULTURAL COMERCIO DE BULNES,ESCUELA DE FUTBOL INCLUSIVA 2023,$0.00,,
804,REND ,2301D0109,12/07/2024,12/07/2024,12/07/2024,CLUB DEPORTIVO SAN MARTIN ,EL CLUB DEPORTIVO SAN MARTIN MEJORA LA PARTICIPACION EN EL CAMPEONATO ANFA 2023,$0.00,,
805,REND,2301D0164,15/07/2024,15/07/2024,15/07/2024,ASOCIACION DEPORTES COELEMU,,$0.00,,
806,REND,2201C0150,17/07-2024,17/07-2024,17/07-2024,DESPEERTAR DE LAS ESTRELLITAS A TRAVES DE LA PINTURA,TALLER DE MANUALIDAD LAS ESTRELLAS DE SAN IGNACIO DE PALOMARES,$0.00,,
807,REND,2301D0257,18/07/2024,18/07/2024,18/07/2024,ROBERTO MATEOS FEMENINO,ROBERTO MATEROS FEMENINO MARCA LA CANCHA ,$0.00,,
808,REND,2101D0013,18/07/2024,19/07/2024,19/07/2024,JUNTA DE VECINOS LOS TEMOS,TALLER RECREATIVO DEPORTIVO VIDA SALUDABLE,$0.00,,
809,REND,2301C015,17/07/2024,18/07/2024,19/07/2024,CENTRO CULTURAL AYEKAM DE ALICO ,FERIA ARTESANAL COSTUMBRISTA REGIONAL DE SAN FABIAN 2023,$0.00,,
810,REND,2301AM178,22/07/2024,18/07/2024,07/08/2024,COMITE ADULTO MAYOR LA ESPERANZA ,CAMINAR CON ESTABILIDAD POR MI SECTOE RURAL ,$0.00,,
811,REND,2301D0221,25/07/2024,30/07/2024,07/08/2024,ASOCIACION DE FUTBOL QUILLON,CAMPEONATO AÑOS DORADOS QUILLON,$0.00,,
812,SUBS,2301AM0121,24-07-2024,24/07/2024,07/08/2024,TALLER DE GIMNASIA Y VARIOS MENTE SANA CUERPO SANO ,VESTIMIENTA PARA NUESTRO CLUB,"$1,850,000.00",,
813,REND,2301AM0139,23-07-2024,24/07/2024,07/08/2024,CAM RENACER DE PICHINAL,"HACIA UN VIAJE LLENO DE HISTORIA PARA NUESTRA ALMA, CORAZONES Y SALUD MENTAL","$1,985,000.00",,
814,REND,2301C0127,24-07-2024,24/07/2024,07/08/2024,ASOCIACION INDIGENA PETU MONGELEIÑ,RESCATANDI NUESTRA CULTURA EN LANAS,"$2,318,487.00",,
815,REND,2001SAC0414,26/07/2024,26/07/2024,07/08/2024,JUNTA DE VECINOS DE RANQUIL,LA CAPILLA PREVIENE,"$1,785,760.00",,
816,REND,2101C0148,13/06/2024,26/07/2024,07/08/2024,JUNTA DE VECINOS RANQUIL,RANQUIL COMPROMETIDO CON EL ARTE,"$2,521,200.00",,
817,REND,2201C0104,26/07/2024,26/07/2024,07/08/2024,GRUPO DE AUTOAYUDA LA ESPERANZA DE QUIRIQUINA,ACTIVANDO NUESTRA SALUD MENTAL DE FORMA LUDICA CON ARTE TERAPIA ,"$2,609,000.00",,
818,REND,2301D0225,28-06-2024,29-07-2024,07/08/2024,CENTRO DE PADRES Y APODERADOS JARDIN INFANTIL Y SALA CUNA RAYITO DE SOL,CURSO DE DEFENSA PERSONAL Y DESARROLLO FEMENINO,"$2,980,000.00",,
819,REND,2301ADCD014,29-07-2024,29/07/2024,07/08/2024,CLUB PATAGONIA MOSTOS CHILE,OCTAVA FECHA CAMPEONATO NACIONAL DE MOTOCROS CHILEMX ÑUBLE 2023,"$30,000,000.00",,
820,REND,2301S0087,31-07-2024,01-08-2024,07/08/2024,"ASOCIACION DE FUNCIONARIOS DE EDUCACION, PARADOCENTES, ADMINISTRATIVOS, ASISTENTES DE PARVULOS Y AUXILIARES DE SERVICIOS MENORES AFE QUIRIHUE","AFE ""FORTALECIENDO LOS EQUIPOS DE TRABAJO""","$2,990,000.00",,
821,REND,2301SP0053,02-08-2024,02-08-2024,07/08/2024,CUERPO DE BOMBEROS DE QUIRIHUE,LA SEGURIDAD MAS AMIGABLE CON BOMBEROS DE QUIRIHUE,"$907,000.00",,
822,REND,2301SP0010,01-08-2024,02-08-2024,07/08/2024,ONG ÑUBLE CRECE,TALLERES DE DEFENSA PERSONAL,$0.00,,
823,REND,2301SP436,02-08-2024,02-08-2024,07/08/2024,JUNTA DE VECINOS VILLA PACIFICO ,"OJOS EN EL PACIFICO, NUESTRA VILLA SEGURA",$0.00,,
824,REND,2301SP0292,05-08-2024,05-08-2024,07/08/2024,UNION COMUNAL JUNTA DE VECINOS RURAL SUR,COMUNICANDONOS POR TU SEGURIDAD A TRAVES DE DE UN SISTEMA DE RADIOCOMUNICACION ,$0.00,,
825,REND,2301SP0018,05-08-2024,05-08-2024,07/08/2024,JUNTA DE VECINOS RINCONADA LA CAPILLA ,MAS SEGURIDAD PARA CAPILLA COX,$0.00,,
826,REND,2301AM148,30-07-2024,12-08-2024,12-08-2024,CLUB ADULTO MAYOR SAN SEBASTIAN SAN FABIAN,CUIDANDO NUESTRO BIENESTAR FISICO POR UNA MEJOR VEJEZ,"$1,445,791.00",,
827,REND,2301AM0132,30-07-2024,12-08-2024,12-08-2024,CLUB ADULTO MAYOR LUZ Y ESPERANZA LOS PUQUIOS SAN FABIAN,POR MÁS AÑOS CON MEJOR SALUD FISICA Y CALIDADS DE VIDA,"$2,009,321.00",,
828,REND,2301AM136,30-07-2024,12-08-2024,12-08-2024,CLUB ADULTO MAYOR NUEVA ESPERANZA TRABUNCURA,SOCIOS/AS DEL CLUB NUEVA ESPERANZA MOVILIZANDONOS HACIA NUEVAS Y ANTIGUAS EXPERIENCIAS,"$1,150,500.00",,
829,REND,2201SC0433,29-07-2024,30-07-2024,12-08-2024,GRUPO DE MUJERES UNION CHORRILLO ,EMPRENDEDORAS  DE COSTURAS EN CHORRILLO,$0.00,,
830,REND,2201SC0380,07-08-2024,07-08-2024,12-08-2024,JUNTA DE VECINOS BULI ESTACION,MAS ILUMINADOS EN BULI ESTACION,$0.00,,
831,REND,2301SP0080,08-08-2024,08-08-2024,12-08-2024,UNIDAD VECINAL N°3 POBL. EDUARDO FREI MONTALVA,VIGILANCIA VECINAL,$0.00,,
832,REND,2301DO152,02-08-2024,08-08-2024,12-08-2024,CLUB DE HUASOS ÑIQUEN,RODEO E LA AMISTAD CLUB DE HUASOS ÑIQUEN,$0.00,,
833,REND,2301SP0045,08-08-2024,08-08-2024,13-08-2024,JUNTA DE VECINOS DE LA MARAVILLA,"CON LOS FOCOS LED SOLARES, EL SECTOR DE LA MARAVILLA DA SEGURIDAD A SUS VECINOS",$0.00,,
834,REND,2301SP0019,08-08-2024,08-08-2024,13-08-2024,JUNTA DE VECINOS DE SANTA CRUZ,"EN EL SECTOR DE SANTA CRUZ, EL DEFICIT HIDRICO, AFECTA LA CALIDAD DE VIDA DE SUS HABITANTES",$0.00,,
835,REND,2301SP0045,08-08-2024,08-08-2024,13-08-2024,JUNTA DE VECINOS DE LA MARAVILLA,"CON LOS FOCOS LED SOLARES, EL SECTOR DE LA MARAVILLA DA SEGURIDAD A SUS VECINOS",,,
836,REND,2301C0091,08-08-2024,08-08-2024,13-08-2024,CLUB DE HUASOS CAMPOS BUENOS,CABALGATA DE PRESERVACION DEL PATRIMINIO CULTURAL DEL CAMPO CHILENO,$0.00,,
837,REND,2301SP0524,08-08-2024,08-08-2024,13-08-2024,JUNTA DE VECINOS VILLA LÑOS MAITENES RUCAPEQUEN,VIGILANCIA ACTIVA PARA VILLA LOS MAITENES,$0.00,,
838,REND,2301SP0520,08-08-2024,08-08-2024,13-08-2024,JUNTA DE VECINOS LA UNION EDUARDO FREI,CAMARAS DE SEGURIDAD,$0.00,,
839,REND,2301SP0277,05-08-2024,08-08-2024,13-08-2024,COMITE DE ADELANTO CAMINO EL CASTAÑO,ALARMAS COMUNITARIAS PARA EL CASTAÑO,$0.00,,
840,REND,2301SP0320,06-08-2024,06-08-2024,13-08-2024,JUNTA DE VECINOS EL PEDREGAL,PEDREGAL MAS SEGURO JUNTO A LOS VECINOS,"$4,500,000.00",,
841,REND,2301SP0290,08-08-2024,08-08-2024,13-08-2024,COMITE APR AGUAS LINDAS DE QUILLAHE,PREVENCION DEFICIT HIDRICO DE QUILLAHUE,"$4,500,000.00",,
842,REND,2301SP0530,08-08-2024,08-08-2024,13-08-2024,JUNTA DE VECINOS CENTRAL N°6 CHILLAN VIEJO,VECINOS CENTRAL + SEGUROS,"$4,344,658.00",,
843,REND,2301C0128,09-08-2024,09-08-2024,13-08-2024,CONJUNTO FOLCLORICO VOCES CORDILLERANAS,ADQUISICION DE VESTIMENTA,$0.00,,
844,REND,2301SP0007,09-08-2024,09-08-2024,13-08-2024,JUNTA DE VECINOS VILLA LAS AMERICAS,ENTRE TODOS VILLA LAS AMERICAS MAS SEGURA,$0.00,,
845,REND,2301SP0440,09-08-2024,09-08-2024,13-08-2024,COMITE DE ADELANTO Y DESARROLLO VILLA OLIMPICA,VILLA OLIMPICA SEGURA,$0.00,,
846,REND,2301SP0429,12-08-2024,12-08-2024,13-08-2024,JUNTA DE VECINOS VILLA LOS ANDES,VILLA LOS ANDES PREOCUPADOS POR SU GENTE,$0.00,,
847,REND,2301SP0168,12-08-2024,12-08-2024,13-08-2024,COMITE DE ADELANTO Y DESARROLLO LOS ALTOS AMANECER DE PORTEZUELO,DISUADIENDO LOS DELITOS EN NUESTRA COMUNIDAD,$0.00,,
848,REND,2301SP0373,08-08-2024,08-08-2024,13-08-2024,CONSEJO VECINAL DE DESARROLLO BARRIO SUR,BARRIO SUR SEGURO,$0.00,,
849,REND,2301SP0419,12-08-2024,12-08-2024,13-08-2024,JUNTA DE VECINOS  VILLA SAN NICOLAS,VILLA SAN NICOLAS MAS SEGURA,$0.00,,
850,REND,1901SA021,31-07-2024,31-07-2024,13-08-2024,JUNTA DE VECINOS SAN IGNACIO DE PALOMARES,ACCION Y EDUCACION MEDIOAMBIENTAL PARA SAN IGNACIO DE PALOMARES,"$192,000.00",,
851,REND,,04-08-2024,05-08-2024,05-08-2024,JUNTA DE VECINOS VILLA DOÑA FRANCISCA Y DOÑA JOSEFA,ENVIA OBSERVACIONES,$0.00,,
852,REND,2301SP0349,06-08-2024,06-08-2024,06-08-2024,COMITE DE ADELANTO LA MORTANDAD,SIN EXTINTORES LOS RIESGOS DE INCENDIOS SON MAYORES,$0.00,,
853,REND,2201EG040,12-08-2024,12-08-2024,12-08-2024,COMITE HABITACIONAL EL PROGRESO,COMITE HABITACIONAL EL PROGRESO,$0.00,,
854,REND,2201SC0335,13-08-2024,13-08-2024,13-08-2024,JUNTA DE VECINOS N°7 RURAL LA VEGA,SEGURIDAD PUBLICA ILUMINACION,$0.00,,
855,REND,2301SP0323,14-08-2024,14-08-2024,14-08-2024,JUNTA DE VECINOS PORTEÑA ALESSANDRI,VECINOS PROTEGIDOS DE LOS DELINCUENTES CON ALARMAS COMUNITARIAS,,,
856,REND,2301C0185,13-08-2024,13-08-2024,26-08-2024,CENTRO GENERAL DE PADRES Y APODERADOS COLEGIO POLITECNICO VICTOR JARA,QUIERO MI TALLER DE CUECA,$0.00,,
857,REND,2301D0018,13-08-2024,13-08-2024,26-08-2024,CLUB DEPORTIVO SOCIAL Y CULTURAL COMERCIO DE BULNES,ESCUELA DE FUTBOL INCLUSIVA PARA NIÑOS 2023.,$0.00,,
858,REND,,13-08-2024,13-08-2024,26-08-2024,CLUB DEPORTIVO LAUTARO,FORMANDO SEMILLERO PARA EL FUTURO DEL CLUB DEPORTIVO LAUTARO,$0.00,,
859,REND,2301ADCD014,16-08-2024,16-08-2024,22-08-2024,CLUB PATAGONIA MOTOS CHILE,OCTAVA FECHA CAMPEONATO NACIONAL DE MOTOCROS CHILEMX ÑUBLE 2023,$0.00,FERNANDO RIQUELME ,ENTREGADA
860,REND,2301S077,21-08-2024,21-08-2024,26-08-2024,FUNDACION APTIVA,DIAGNOSTICO Y DESARROLLLO DE COMPETENCIAS SOCIOEMOCIONALES EN PROFESORES DE ÑUBLE,$0.00,FERNANDO RIQUELME ,ENTREGADA
861,REND,2201M0074,12-08-2024,12-08-2024,26-08-2024,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA F-155 CHACAY ,UN INVERNADERO PARA MI ESCUELA ,"$661,200.00",,
862,REND,2301SP0502,13-08-2024,14-08-2024,26-08-2024,COMITE DE AGUA POTABLE RURAL SAN AGUSTIN ,APR SAN AGUSTIN APOYA A SUS SOCIOS EN SU SEGURIDAD ,$0.00,,
863,REND,2301SP0041,31-07-2024,14-08-2024,26-08-2024,JJVV LAS LAGUNILLAS DE HUACALEMU ,HUACALEMU SE UNE POR LA PREVENCION DE NUEVOS INCENDIOS FORESTALES ,"$2,681,023.00",,
864,REND,2301SP0028,08-08-2024,16-08-2024,26-08-2024,JUNTA DE VECINOS PASO HONDO ,PASO HONDO PREVIENE LOS INCENDIOS ,$0.00,,
865,REND,2301D0069,19-08-2024,19-08-2024,26-08-2024,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA GUARDIAMARINA ERNESTO RIQUELME V. MINAS DEL PRADO,PRIMERA ESCUELITA DE CICLISMO PARA MINAS DEL PRADO 2023,"$2,999,999.00",,
866,REND,2301SP0268,19-08-2024,19-08-2024,26-08-2024,JUNTA DE VECINOS DOÑA FRANCISCA LAS MARIPOSAS ,INSTALACION DE CAMARAS DE VIGILANCIA PARA VILLA DOÑA FRANCISCA 1 Y 2,$0.00,,
867,REND,2301SP0233,27-02-2024,19-08-2024,26-08-2024,JUNTA DE VECINOS CHUDAL ,ILUMINACION LED FOTOVOLTAICA PARA CHUDAL ,"$4,100,113.00",,
868,REND,2301SP0167,09-08-2024,19-08-2024,26-08-2024,JUNTA DE VECINOS POBLACION HERNAN BRAÑAS ,REPUERACION PARTICIPATIVA DE ESPACIOS PUBLICOS PARA HERMAM BRAÑAS ,$0.00,,
869,REND,2301SP0240,09-08-2024,19-08-2024,26-08-2024,COMITE DE AGUA POTABLE RURAL EL PROGRESO DE HUACALEMU ,ADQUISICION DE LUMINARIAS LED FOTOVOLTAICAS ,"$3,900,139.00",,
870,REND,,16-08-2024,21-08-2024,26-08-2024,JUNTA DE VECINOS JARDINES DE ÑUBLE ,JUNTOS EVITAMOS LA DELINCUENCIA ,$0.00,,
871,REND,2301SP0033,01-08-2024,21-08-2024,26-08-2024,JUNTA DE VECINOS SANTA CLARA ,SANTA CLARA PREVIENE EL DELITO ,$0.00,,
872,REND,2301D0018,22-08-2024,22-08-2024,26-08-2024,CLUB DEPORTIVO SOCIAL Y CULTURAL COMERCIO DE BULNES ,ESCUELA DE FUTBOL INCLUSIVA PARA NIÑOS 2023.,$0.00,,
873,REND,2201EG0045,23-08-2024,26-08-2024,26-08-2024,AGRUPACION MUJERES RURALES HUEMUL ,MUJERES RURALES UNIDAS POR LA AUTONOMIA ,"$88,475.00",,
874,REND,2201SC0074,23-08-2025,26-08-2026,26-08-2027,CLUB DEL ADULTO MAYOR EL SOL DE EL MODELO ,PROGRAMA DE ALIMENTACION SALUDABLE PARA LA AGRUPACION EL SOL DEL MODELO ,$0.00,JORGE PINO ,
875,REND,2301SP0280,20-08-2026,26-08-2024,26-08-2024,JUNTA DE VECINOS VILLA LOS LIBERTADORES ,SEGURIDAD PARA NUESTROS VECINOS EN VILLA LOS LIBERTADORES ,$0.00,,
876,REND,2201D0101,26-08-2024,27-08-2024,26-08-2024,JUNTA DE VECINOS PINCURA ,ESCUELA DEPORTIVA JUNTA DE VECINOS PINCURA ,$0.00,,
877,REND,2301D0065,05-08-2024,05-08-2024,27-08-2024,CLUB DEPORTIVO LA MONTAÑA ,CUADRANGULAR DE FÚTBOL DESDE LA MONTAÑA,$0.00,,
878,REND,2201SC0124,27-08-2024,27-08-2024,29-08-2024,JUNTA DE VECINOS BAJOS DE CHILLINHUE ,CUIDANDO CON LUZ NUESTRA VIDA ,$2.00,,
879,REND,2301SP0082,13-05-2024,28-08-2024,29-08-2024,APR LOS CASTAÑOS PARQUE LANTAÑO CHILLAN ,EQUIPAMIENTO DE EMERGENCIA PARA INCENDIOS RURALES Y ABASTECIMIENTO DE AGUA ,"$4,457,740.00",,
880,REND,2301S0035,26-08-2024,28-08-2024,29-08-2024,HOGAR DE ANCIANOS SAN FRANCISCO DE ASIS ,ATENCION PODOLOGICA PARA LAS PERSONAS MAYORES DEL ELEM SAN FRANCISCO DE ASIS ,"$3,000,000.00",,
881,REND,2201SC0122,27-08-2024,28-08-2024,29-08-2024,JUNTA DE VECINOS COLEAL NORTE ,LUMINARIAS PARA COLEAL ,$2.00,,
882,REND,2201M0009,28-08-2024,28-08-2024,29-08-2024,JUNTA DE VECINOS FRUTILLAR SUR ,CUIDEMOS EL MEDIO AMBIENTE DONDE VIVIMOS ,$1.00,,
883,REND,1901SA0174,28-08-2024,28-08-2024,29-08-2024,TALLER NUEVA ESPERANZA ,TALLER N.E. DESARROLLA EL EMPRENDIMIENTO ,"$16,336.00",,
884,REND,2301C0167,08-08-2024,29-08-2024,29-08-2024,CENTRO GENERAL DE PADRES Y APODERADOS ESCUELA GENERAL DOMINGO URRUTIA ,SABORES DE MI TIERRA ,$0.00,,
885,REND,2301D0231,29-08-2024,30-08-2025,30-08-2026,CLUB DEPORTIVO CORDILLERA ,ESCUELA DE ESCALADA PINTO ,$0.00,,
886,REND ,2201M0009,28-08-2024,30-08-2025,30-08-2025,JUNTA DE VECINOS FRUTILLAR SUR ,CUIDEMOS EL MEDIO AMBIENTE DONDE VIVIMOS ,"$20,341.00",,
887,REND ,2301D0078,02-09-2024,02-09-2026,02-09-2026,CLUB DE DEPORTES UNION ,"BUSCANDO ESPACIOS PARA QUE NUESTROS NIÑOS Y JOVENES UNIONINOS, SE DESARROLLEN DE MANERA INTEGRAL EN UN AMBENTE LIBRE DE ALCOHOL, DROGAS Y EN BASES A UNA BUENA ALIMENTACION""",$0.00,,
888,REND ,2301EG0079,04-09-2024,04-09-2024,04-09-2024,GRUPO SOCIAL Y CULTURAL CULTIVANDO AMISTAD ,TALLER DE CORTE Y CONFECCION ,"$7,323,010.00",,
889,REND ,2201C0150,04-09-2024,04-09-2024,04-09-2024,TALLER DE MANUALIDADES LAS ESTRELLAS DE SAN IGNACIO DE PALOMARES ,DESPERTAR DE LAS ESTRELLITAS A TRAVEZ DE LA PINTURA ,$0.00,,
890,REND ,2301S0077,04-09-2024,04-09-2024,04-09-2024,FUNDACION APTIVA ,DIAGNOSTICO Y DESARROLLLO DE COMPETENCIAS SOCIOEMOCIONALES EN PROFESORES DE ÑUBLE,$0.00,,
891,REND ,2301ADCC010,13-03-2024,09/09/2024,10-09-2024,ASOCIACION ÑUBLE AUDIOVISUAL ,CINE EN TU COMUNA: 5° FESTIVAL DE CINE NACIONAL DE ÑUBLE ,"$15,000,000.00",,
892,REND ,2301SP0257,10-09-2024,10-09-2024,10-09-2024,JUNTA DE VECINOS LOS VOLCANES 1,CAMARAS DE TELEVIGILANCIA EN SECTOR LOS VOLCANES 1,"$4,462,511.00",,
893,REND ,2301SP0530,04-09-2024,10-09-2025,10-09-2025,JUNTA DE VECINO CENTRAL N°6 CHILLAN VIEJO ,VECINOS CENTRAL + SEGUROS,$0.00,,
894,REND ,2201M0005,10-09-2025,10-09-2025,10-09-2025,JUNTA DE VECINOS PASO DEL SOLDADO ,ADQUISICION DE CONTENEDORES DOMICILIARIOS ,"$4,890.00",,
895,REND ,2201SC0335,10-09-2025,10-09-2025,10-09-2025,JUNTA DE VECINOS N°7 LA VEGA ,SEGURIDAD PUBLICA ILUMINACION,$0.00,,
896,REND,2301SPO273,10-09-2025,11-09-2025,11-09-2025,COMITE APR . NAHUELTORO ,PROTECCION Y RESGUARDOS DE LA INFRAESTRUCTURA DEL COMITE APR. NAHUELTORO ,"$4,408,100.00",,
897,REND ,2101C0069,11-09-2025,11-09-2025,11-09-2025,CLUB ADULTO MAYOR BUENA VISTA ,"APOYANDO EL ENVEJECIMIENTO ACTIVO, FOMENTANDO LA CULTURA Y LAS ARTES ","$384,000.00",,
898,REND ,CVC-AD-1 ,22-07-2024,12/09/2024,12-09-2024,ORQUESTA DE CAMARA SAN CARLOS ,GIRA SINFONICA DE ÑUBLE-BRASIL 2024,"$4,442,121.00",,
899,REND ,2301EG0079,13-09-2024,13/09/2024,27-09-2024,GRUPO SOCIAL Y CULTURAL CULTIVANDO AMISTAD ,TALLER CONFECCION CLUB ADULTO MAYOR ,,,
900,REND ,2301D0092,17-09-2024,16/09/2024,27-09-2024,CLUB DE BASKETBALL CHILLAN VIEJO,PRIMERA ESCUELA DE BASKETBALL PARA NIÑOS Y NIÑAS DE CLUB DE BASKETBALL CHILLAN VIEJO,,,
901,REND ,230100S0035,16-09-2024,16/09/2024,27-09-2024,HOGAR DE ANCIANOS SAN FRANCISCO DE ASIS ,ATENCION PODOLOGICA PARA LAS PERSONAS MAYORES DEL ELEM SAN FRANCISCO DE ASIS ,,,
902,REND ,2301D0277,16-09-2024,16/09/2024,27-09-2024,CLUB DEPORTIVO RAYUELA MERCADO UNIDO,EL CLUB DE RAYUELA MERCADO UNIDO POTENCIA LA RAYUELA A TRAVES DE LA PARTICIPACION OFICIAL 2023,,,
903,REND ,2301D109,17-09-2024,17-09-2024,26-09-2024,CLUB DEPORTIVO SAN MARTIN ,CLUB DEPORTIVO SAN MARTIN MEJORA LA PARTICIPACION EN EL CAMPEONATO DE ANFA 2023,,,
904,REND ,2301SP0537,23-09-2024,23/09/2024,27-09-2024,JUNTA DE VECINOS LAS PALMERAS,LA JUNTA DE VECINOS LAS PALMERAS PREVIENE ACCIDENTES EN EL HOGAR,"$2,670,000.00",,
905,REND ,2301C0085,23-09-2024,23/09/2024,27-09-2024,CENTRO GENERAL DE PADRES Y APRODERADOS TREHUACO ,FIESTA CULTURAL DEL CORDERO ARVEJADO,,,
906,REND ,2301ADCD008,23-09-2024,23/09/2024,27-09-2024,CLUB DE MOUNTAIN BIKE ,5TA. FECHA CAMPEONATO NACIONAL DE MOUNTAIN BIKE ENDURO SERIES NINHUE 2023,,,
907,REND ,2201D0223,12-09-2024,24/09/2024,27-09-2024,CLUB DEPORTIVO LOS MAITENES,JUNTOS SOMOS MAS EN LA PRACTICA DEPORTIVA ,$0.00,,
908,REND ,2301C0164,23-09-2024,24/09/2024,27-09-2024,AGRUPACION FOLCLORICA BROTES DE ÑUBLE ,CANTANDO Y BAILANDO CON BROTES DE ÑUBLE ,,,
909,REND ,2201D0296,24-09-2024,24-09-2024,27-09-2024,CLUB ADULTO MAYOR AMOR DIVINO ,PROGRAMA DE ADULTO MAYOR AMOR DIVINO ,,,
910,REND,2201D0030,25-09-2024,25/09/2024,27-09-2024,CLUB DE ADULTO MAYOR EL BIENESTAR DE LONQUEN ,TALLER DE ACONDICIONAMIENTO FISICO ,,,
911,,,,,,,,,,
912,REND ,2301EG0030,26-09-2024,26/09/2024,27-09-2024,FUNDACION CHILENA PARA LA DISCAPACIDAD,PREVENCION DE LA VIOLENCIA CONTRA LAS MUJERES EN SITUACION DE DISCAPACIDAD EN LA COMUNA DE QUILLON ,,,
913,REND ,2101SA0369,25-09-2024,26/09/2024,27-09-2024,JUNTA DE VECINOS SAN IGNACIO PALOMARES ,SAN IGNACIO DE PALOMARES LIMPIO Y VERDE ,,,
914,REND,2101SC0174,24-09-2024,26-092024,27-09-2024,JUNTA DE VECINOS SAN IGNACIO PALOMARES ,ILUMINARÉ A PALOMARES ,,,
915,REND ,2301S0065,26-09-2024,27/09/2024,27-09-2024,JUNTA DE VECINOS VILLA LOMAS DE MAIPON,TALLERES DE MANUALIDADES Y ORIENTACION SOCIAL ,,,
916,REND ,2301SP0530,26-09-2024,27/09/2024,27-09-2024,JUNTA DE VECINOS CENTRAL N°6 CHILLAN VIEJO ,VECINOS CENTRAL + SEGUROS ,,,
917,REND ,2301C0129,26-09-2024,27/09/2024,27-09-2024,BOFOINCO,"CONSERVANDO NUESTRAS RAICES, TALLER DE DANZA BOFOINCO",,,
918,SUBS,2301C0192,27-09-2024,27-09-2024,30-09-2024,CENTRO CULTURAL TIERRA Y CANTO,TIERRA Y CANTO SIN FRONTERAS,,,
919,REND ,2201SC0335,30-09-2024,30-09-2024,30-09-2024,JUNTA DE VECINOS LA VEGA ,SEGURIDAD PUBLICA ILUMINACION,,,
920,REND ,2201SC0380,30-09-2024,30-09-2024,30-09-2024,JUNTA DE VECINOS BULI ESTACION,MAS ILUMINADOS EN BULI ESTACION ,,,
921,REND ,2301SP0489,30-09-2024,01-10-2024,01-10-2024,JJVV ISLAS DEL SUR CHILLAN ,VIGILANCIA VIA CAMARAS DE SEGURIDAD PARA LA COMUNIDAD 2023,,,
922,REND ,2201AM0154,16-09-2024,30-09-2024,01-10-2024,CLUB ADULTO MAYOR SANTA GUADALUPE ,VIAJE DE LA FELICIDAD PARA MIS ADULTOS MAYORES ,,,
923,REND ,2201AM0119,16-09-2024,30-09-2024,01-10-2024,CLUB ADULTO MAYOR LOS RECURDOS ,UN VIAJE A LOS RECUERDOS ,,,
924,REND ,2201AM0123,16-09-2024,30-09-2024,01-10-2024,CLUB ADULTO MAYOR ALEGRIA DE VIVIR ,TOUR ALEGRIA DE VIVIR ,,,
925,REND ,2201AM0120,16-09-2024,30-09-2024,01-10-2024,CLUB ADULTO MAYOR LAS PUERTAS DEL SOL,UN VIAJE POR LA HISTORIA ,,,
926,REND ,2201AM0118,16-09-2024,30-09-2024,01-10-2024,CLUB ADULTO MAYOR LAS MARAVILLAS ,TERAPIA DE CUERPO Y ALMA,,,
